unique_id,ds,SeasonalNaive
108831,2017-08-12,41.091
108831,2017-08-13,19.877
108831,2017-08-14,25.456
108831,2017-08-15,32.904
108862,2017-08-02,3
108862,2017-08-03,5
108862,2017-08-04,4
108862,2017-08-05,6
108862,2017-08-06,9
108862,2017-08-07,4
108862,2017-08-08,3
108862,2017-08-09,3
108862,2017-08-10,5
108862,2017-08-11,4
108862,2017-08-12,6
108862,2017-08-13,9
108862,2017-08-14,4
108862,2017-08-15,3
108952,2017-08-02,6
108952,2017-08-03,9
108952,2017-08-04,11
108952,2017-08-05,11
108952,2017-08-06,15
108952,2017-08-07,15
108952,2017-08-08,10
108952,2017-08-09,6
108952,2017-08-10,9
108952,2017-08-11,11
108952,2017-08-12,11
108952,2017-08-13,15
108952,2017-08-14,15
108952,2017-08-15,10
111223,2017-08-02,8
111223,2017-08-03,6
111223,2017-08-04,16
111223,2017-08-05,25
111223,2017-08-06,31
111223,2017-08-07,16
111223,2017-08-08,11
111223,2017-08-09,8
111223,2017-08-10,6
111223,2017-08-11,16
111223,2017-08-12,25
111223,2017-08-13,31
111223,2017-08-14,16
111223,2017-08-15,11
111397,2017-08-02,36
111397,2017-08-03,4
111397,2017-08-04,1
111397,2017-08-05,11
111397,2017-08-06,18
111397,2017-08-07,11
111397,2017-08-08,6
111397,2017-08-09,36
111397,2017-08-10,4
111397,2017-08-11,1
111397,2017-08-12,11
111397,2017-08-13,18
111397,2017-08-14,11
111397,2017-08-15,6
112830,2017-08-02,20
112830,2017-08-03,8
112830,2017-08-04,9
112830,2017-08-05,20
112830,2017-08-06,33
112830,2017-08-07,10
112830,2017-08-08,19
112830,2017-08-09,20
112830,2017-08-10,8
112830,2017-08-11,9
112830,2017-08-12,20
112830,2017-08-13,33
112830,2017-08-14,10
112830,2017-08-15,19
114778,2017-08-02,15
114778,2017-08-03,4
114778,2017-08-04,16
114778,2017-08-05,15
114778,2017-08-06,24
114778,2017-08-07,24
114778,2017-08-08,14
114778,2017-08-09,15
114778,2017-08-10,4
114778,2017-08-11,16
114778,2017-08-12,15
114778,2017-08-13,24
114778,2017-08-14,24
114778,2017-08-15,14
114790,2017-08-02,19
114790,2017-08-03,16
114790,2017-08-04,23
114790,2017-08-05,24
114790,2017-08-06,37
114790,2017-08-07,20
114790,2017-08-08,35
114790,2017-08-09,19
114790,2017-08-10,16
114790,2017-08-11,23
114790,2017-08-12,24
114790,2017-08-13,37
114790,2017-08-14,20
114790,2017-08-15,35
114799,2017-08-02,1
114799,2017-08-03,0
114799,2017-08-04,3
114799,2017-08-05,2
114799,2017-08-06,4
114799,2017-08-07,0
114799,2017-08-08,7
114799,2017-08-09,1
114799,2017-08-10,0
114799,2017-08-11,3
114799,2017-08-12,2
114799,2017-08-13,4
114799,2017-08-14,0
114799,2017-08-15,7
114800,2017-08-02,10
114800,2017-08-03,6
114800,2017-08-04,6
114800,2017-08-05,11
114800,2017-08-06,17
114800,2017-08-07,3
114800,2017-08-08,2
114800,2017-08-09,10
114800,2017-08-10,6
114800,2017-08-11,6
114800,2017-08-12,11
114800,2017-08-13,17
114800,2017-08-14,3
114800,2017-08-15,2
115267,2017-08-02,2
115267,2017-08-03,4
115267,2017-08-04,2
115267,2017-08-05,5
115267,2017-08-06,10
115267,2017-08-07,8
115267,2017-08-08,14
115267,2017-08-09,2
115267,2017-08-10,4
115267,2017-08-11,2
115267,2017-08-12,5
115267,2017-08-13,10
115267,2017-08-14,8
115267,2017-08-15,14
115611,2017-08-02,26
115611,2017-08-03,12
115611,2017-08-04,29
115611,2017-08-05,19
115611,2017-08-06,34
115611,2017-08-07,28
115611,2017-08-08,45
115611,2017-08-09,26
115611,2017-08-10,12
115611,2017-08-11,29
115611,2017-08-12,19
115611,2017-08-13,34
115611,2017-08-14,28
115611,2017-08-15,45
115693,2017-08-02,12
115693,2017-08-03,6
115693,2017-08-04,7
115693,2017-08-05,16
115693,2017-08-06,16
115693,2017-08-07,14
115693,2017-08-08,9
115693,2017-08-09,12
115693,2017-08-10,6
115693,2017-08-11,7
115693,2017-08-12,16
115693,2017-08-13,16
115693,2017-08-14,14
115693,2017-08-15,9
115720,2017-08-02,4
115720,2017-08-03,2
115720,2017-08-04,0
115720,2017-08-05,2
115720,2017-08-06,4
115720,2017-08-07,2
115720,2017-08-08,0
115720,2017-08-09,4
115720,2017-08-10,2
115720,2017-08-11,0
115720,2017-08-12,2
115720,2017-08-13,4
115720,2017-08-14,2
115720,2017-08-15,0
115847,2017-08-02,0
115847,2017-08-03,0
115847,2017-08-04,0
115847,2017-08-05,0
115847,2017-08-06,0
115847,2017-08-07,0
115847,2017-08-08,0
115847,2017-08-09,0
115847,2017-08-10,0
115847,2017-08-11,0
115847,2017-08-12,0
115847,2017-08-13,0
115847,2017-08-14,0
115847,2017-08-15,0
115850,2017-08-02,12
115850,2017-08-03,11
115850,2017-08-04,2
115850,2017-08-05,3
115850,2017-08-06,2
115850,2017-08-07,7
115850,2017-08-08,3
115850,2017-08-09,12
115850,2017-08-10,11
115850,2017-08-11,2
115850,2017-08-12,3
115850,2017-08-13,2
115850,2017-08-14,7
115850,2017-08-15,3
115891,2017-08-02,5
115891,2017-08-03,3
115891,2017-08-04,10
115891,2017-08-05,16
115891,2017-08-06,18
115891,2017-08-07,11
115891,2017-08-08,14
115891,2017-08-09,5
115891,2017-08-10,3
115891,2017-08-11,10
115891,2017-08-12,16
115891,2017-08-13,18
115891,2017-08-14,11
115891,2017-08-15,14
115892,2017-08-02,22
115892,2017-08-03,29
115892,2017-08-04,26
115892,2017-08-05,42
115892,2017-08-06,42
115892,2017-08-07,19
115892,2017-08-08,12
115892,2017-08-09,22
115892,2017-08-10,29
115892,2017-08-11,26
115892,2017-08-12,42
115892,2017-08-13,42
115892,2017-08-14,19
115892,2017-08-15,12
115893,2017-08-02,16
115893,2017-08-03,12
115893,2017-08-04,15
115893,2017-08-05,21
115893,2017-08-06,28
115893,2017-08-07,33
115893,2017-08-08,15
115893,2017-08-09,16
115893,2017-08-10,12
115893,2017-08-11,15
115893,2017-08-12,21
115893,2017-08-13,28
115893,2017-08-14,33
115893,2017-08-15,15
115894,2017-08-02,22
115894,2017-08-03,33
115894,2017-08-04,20
115894,2017-08-05,25
115894,2017-08-06,29
115894,2017-08-07,32
115894,2017-08-08,39
115894,2017-08-09,22
115894,2017-08-10,33
115894,2017-08-11,20
115894,2017-08-12,25
115894,2017-08-13,29
115894,2017-08-14,32
115894,2017-08-15,39
116017,2017-08-02,7
116017,2017-08-03,4
116017,2017-08-04,6
116017,2017-08-05,31
116017,2017-08-06,20
116017,2017-08-07,14
116017,2017-08-08,24
116017,2017-08-09,7
116017,2017-08-10,4
116017,2017-08-11,6
116017,2017-08-12,31
116017,2017-08-13,20
116017,2017-08-14,14
116017,2017-08-15,24
116018,2017-08-02,19
116018,2017-08-03,7
116018,2017-08-04,14
116018,2017-08-05,25
116018,2017-08-06,32
116018,2017-08-07,15
116018,2017-08-08,26
116018,2017-08-09,19
116018,2017-08-10,7
116018,2017-08-11,14
116018,2017-08-12,25
116018,2017-08-13,32
116018,2017-08-14,15
116018,2017-08-15,26
116279,2017-08-02,2
116279,2017-08-03,0
116279,2017-08-04,0
116279,2017-08-05,2
116279,2017-08-06,0
116279,2017-08-07,0
116279,2017-08-08,0
116279,2017-08-09,2
116279,2017-08-10,0
116279,2017-08-11,0
116279,2017-08-12,2
116279,2017-08-13,0
116279,2017-08-14,0
116279,2017-08-15,0
116311,2017-08-02,1
116311,2017-08-03,2
116311,2017-08-04,2
116311,2017-08-05,2
116311,2017-08-06,3
116311,2017-08-07,3
116311,2017-08-08,16
116311,2017-08-09,1
116311,2017-08-10,2
116311,2017-08-11,2
116311,2017-08-12,2
116311,2017-08-13,3
116311,2017-08-14,3
116311,2017-08-15,16
119023,2017-08-02,4
119023,2017-08-03,2
119023,2017-08-04,2
119023,2017-08-05,2
119023,2017-08-06,5
119023,2017-08-07,3
119023,2017-08-08,4
119023,2017-08-09,4
119023,2017-08-10,2
119023,2017-08-11,2
119023,2017-08-12,2
119023,2017-08-13,5
119023,2017-08-14,3
119023,2017-08-15,4
119024,2017-08-02,0
119024,2017-08-03,2
119024,2017-08-04,3
119024,2017-08-05,5
119024,2017-08-06,20
119024,2017-08-07,8
119024,2017-08-08,8
119024,2017-08-09,0
119024,2017-08-10,2
119024,2017-08-11,3
119024,2017-08-12,5
119024,2017-08-13,20
119024,2017-08-14,8
119024,2017-08-15,8
119026,2017-08-02,19
119026,2017-08-03,6
119026,2017-08-04,14
119026,2017-08-05,10
119026,2017-08-06,27
119026,2017-08-07,38
119026,2017-08-08,29
119026,2017-08-09,19
119026,2017-08-10,6
119026,2017-08-11,14
119026,2017-08-12,10
119026,2017-08-13,27
119026,2017-08-14,38
119026,2017-08-15,29
119141,2017-08-02,25
119141,2017-08-03,8
119141,2017-08-04,6
119141,2017-08-05,14
119141,2017-08-06,18
119141,2017-08-07,23
119141,2017-08-08,25
119141,2017-08-09,25
119141,2017-08-10,8
119141,2017-08-11,6
119141,2017-08-12,14
119141,2017-08-13,18
119141,2017-08-14,23
119141,2017-08-15,25
119187,2017-08-02,1
119187,2017-08-03,2
119187,2017-08-04,10
119187,2017-08-05,4
119187,2017-08-06,0
119187,2017-08-07,0
119187,2017-08-08,3
119187,2017-08-09,1
119187,2017-08-10,2
119187,2017-08-11,10
119187,2017-08-12,4
119187,2017-08-13,0
119187,2017-08-14,0
119187,2017-08-15,3
119191,2017-08-02,7
119191,2017-08-03,2
119191,2017-08-04,19
119191,2017-08-05,18
119191,2017-08-06,9
119191,2017-08-07,7
119191,2017-08-08,24
119191,2017-08-09,7
119191,2017-08-10,2
119191,2017-08-11,19
119191,2017-08-12,18
119191,2017-08-13,9
119191,2017-08-14,7
119191,2017-08-15,24
119624,2017-08-02,19
119624,2017-08-03,29
119624,2017-08-04,38
119624,2017-08-05,39
119624,2017-08-06,17
119624,2017-08-07,17
119624,2017-08-08,6
119624,2017-08-09,19
119624,2017-08-10,29
119624,2017-08-11,38
119624,2017-08-12,39
119624,2017-08-13,17
119624,2017-08-14,17
119624,2017-08-15,6
121964,2017-08-02,0
121964,2017-08-03,0
121964,2017-08-04,1
121964,2017-08-05,0
121964,2017-08-06,2
121964,2017-08-07,1
121964,2017-08-08,0
121964,2017-08-09,0
121964,2017-08-10,0
121964,2017-08-11,1
121964,2017-08-12,0
121964,2017-08-13,2
121964,2017-08-14,1
121964,2017-08-15,0
122095,2017-08-02,7
122095,2017-08-03,9
122095,2017-08-04,11
122095,2017-08-05,20
122095,2017-08-06,22
122095,2017-08-07,17
122095,2017-08-08,8
122095,2017-08-09,7
122095,2017-08-10,9
122095,2017-08-11,11
122095,2017-08-12,20
122095,2017-08-13,22
122095,2017-08-14,17
122095,2017-08-15,8
122419,2017-08-02,10
122419,2017-08-03,4
122419,2017-08-04,5
122419,2017-08-05,4
122419,2017-08-06,5
122419,2017-08-07,9
122419,2017-08-08,16
122419,2017-08-09,10
122419,2017-08-10,4
122419,2017-08-11,5
122419,2017-08-12,4
122419,2017-08-13,5
122419,2017-08-14,9
122419,2017-08-15,16
122425,2017-08-02,4
122425,2017-08-03,0
122425,2017-08-04,3
122425,2017-08-05,2
122425,2017-08-06,3
122425,2017-08-07,4
122425,2017-08-08,8
122425,2017-08-09,4
122425,2017-08-10,0
122425,2017-08-11,3
122425,2017-08-12,2
122425,2017-08-13,3
122425,2017-08-14,4
122425,2017-08-15,8
123347,2017-08-02,6
123347,2017-08-03,6
123347,2017-08-04,5
123347,2017-08-05,11
123347,2017-08-06,9
123347,2017-08-07,8
123347,2017-08-08,8
123347,2017-08-09,6
123347,2017-08-10,6
123347,2017-08-11,5
123347,2017-08-12,11
123347,2017-08-13,9
123347,2017-08-14,8
123347,2017-08-15,8
123601,2017-08-02,12
123601,2017-08-03,9
123601,2017-08-04,7
123601,2017-08-05,16
123601,2017-08-06,18
123601,2017-08-07,5
123601,2017-08-08,19
123601,2017-08-09,12
123601,2017-08-10,9
123601,2017-08-11,7
123601,2017-08-12,16
123601,2017-08-13,18
123601,2017-08-14,5
123601,2017-08-15,19
123602,2017-08-02,6
123602,2017-08-03,6
123602,2017-08-04,12
123602,2017-08-05,16
123602,2017-08-06,9
123602,2017-08-07,8
123602,2017-08-08,6
123602,2017-08-09,6
123602,2017-08-10,6
123602,2017-08-11,12
123602,2017-08-12,16
123602,2017-08-13,9
123602,2017-08-14,8
123602,2017-08-15,6
123927,2017-08-02,0
123927,2017-08-03,1
123927,2017-08-04,0
123927,2017-08-05,4
123927,2017-08-06,1
123927,2017-08-07,2
123927,2017-08-08,2
123927,2017-08-09,0
123927,2017-08-10,1
123927,2017-08-11,0
123927,2017-08-12,4
123927,2017-08-13,1
123927,2017-08-14,2
123927,2017-08-15,2
125430,2017-08-02,23
125430,2017-08-03,27
125430,2017-08-04,18
125430,2017-08-05,27
125430,2017-08-06,33
125430,2017-08-07,16
125430,2017-08-08,11
125430,2017-08-09,23
125430,2017-08-10,27
125430,2017-08-11,18
125430,2017-08-12,27
125430,2017-08-13,33
125430,2017-08-14,16
125430,2017-08-15,11
127534,2017-08-02,0
127534,2017-08-03,0
127534,2017-08-04,0
127534,2017-08-05,1
127534,2017-08-06,3
127534,2017-08-07,0
127534,2017-08-08,0
127534,2017-08-09,0
127534,2017-08-10,0
127534,2017-08-11,0
127534,2017-08-12,1
127534,2017-08-13,3
127534,2017-08-14,0
127534,2017-08-15,0
127547,2017-08-02,8
127547,2017-08-03,14
127547,2017-08-04,20
127547,2017-08-05,18
127547,2017-08-06,19
127547,2017-08-07,13
127547,2017-08-08,11
127547,2017-08-09,8
127547,2017-08-10,14
127547,2017-08-11,20
127547,2017-08-12,18
127547,2017-08-13,19
127547,2017-08-14,13
127547,2017-08-15,11
129296,2017-08-02,2
129296,2017-08-03,1
129296,2017-08-04,0
129296,2017-08-05,7
129296,2017-08-06,5
129296,2017-08-07,2
129296,2017-08-08,0
129296,2017-08-09,2
129296,2017-08-10,1
129296,2017-08-11,0
129296,2017-08-12,7
129296,2017-08-13,5
129296,2017-08-14,2
129296,2017-08-15,0
129297,2017-08-02,20
129297,2017-08-03,19
129297,2017-08-04,22
129297,2017-08-05,25
129297,2017-08-06,22
129297,2017-08-07,8
129297,2017-08-08,10
129297,2017-08-09,20
129297,2017-08-10,19
129297,2017-08-11,22
129297,2017-08-12,25
129297,2017-08-13,22
129297,2017-08-14,8
129297,2017-08-15,10
129635,2017-08-02,31
129635,2017-08-03,44
129635,2017-08-04,48
129635,2017-08-05,36
129635,2017-08-06,58
129635,2017-08-07,34
129635,2017-08-08,47
129635,2017-08-09,31
129635,2017-08-10,44
129635,2017-08-11,48
129635,2017-08-12,36
129635,2017-08-13,58
129635,2017-08-14,34
129635,2017-08-15,47
129758,2017-08-02,16
129758,2017-08-03,19
129758,2017-08-04,19
129758,2017-08-05,32
129758,2017-08-06,21
129758,2017-08-07,5
129758,2017-08-08,23
129758,2017-08-09,16
129758,2017-08-10,19
129758,2017-08-11,19
129758,2017-08-12,32
129758,2017-08-13,21
129758,2017-08-14,5
129758,2017-08-15,23
153078,2017-08-02,13
153078,2017-08-03,7
153078,2017-08-04,6
153078,2017-08-05,13
153078,2017-08-06,16
153078,2017-08-07,15
153078,2017-08-08,9
153078,2017-08-09,13
153078,2017-08-10,7
153078,2017-08-11,6
153078,2017-08-12,13
153078,2017-08-13,16
153078,2017-08-14,15
153078,2017-08-15,9
153239,2017-08-02,2
153239,2017-08-03,7
153239,2017-08-04,5
153239,2017-08-05,6
153239,2017-08-06,3
153239,2017-08-07,4
153239,2017-08-08,5
153239,2017-08-09,2
153239,2017-08-10,7
153239,2017-08-11,5
153239,2017-08-12,6
153239,2017-08-13,3
153239,2017-08-14,4
153239,2017-08-15,5
153267,2017-08-02,24
153267,2017-08-03,25
153267,2017-08-04,12
153267,2017-08-05,36
153267,2017-08-06,35
153267,2017-08-07,33
153267,2017-08-08,25
153267,2017-08-09,24
153267,2017-08-10,25
153267,2017-08-11,12
153267,2017-08-12,36
153267,2017-08-13,35
153267,2017-08-14,33
153267,2017-08-15,25
153395,2017-08-02,3
153395,2017-08-03,0
153395,2017-08-04,1
153395,2017-08-05,4
153395,2017-08-06,2
153395,2017-08-07,4
153395,2017-08-08,6
153395,2017-08-09,3
153395,2017-08-10,0
153395,2017-08-11,1
153395,2017-08-12,4
153395,2017-08-13,2
153395,2017-08-14,4
153395,2017-08-15,6
153398,2017-08-02,4
153398,2017-08-03,1
153398,2017-08-04,1
153398,2017-08-05,3
153398,2017-08-06,1
153398,2017-08-07,2
153398,2017-08-08,1
153398,2017-08-09,4
153398,2017-08-10,1
153398,2017-08-11,1
153398,2017-08-12,3
153398,2017-08-13,1
153398,2017-08-14,2
153398,2017-08-15,1
155600,2017-08-02,12
155600,2017-08-03,5
155600,2017-08-04,7
155600,2017-08-05,13
155600,2017-08-06,7
155600,2017-08-07,4
155600,2017-08-08,8
155600,2017-08-09,12
155600,2017-08-10,5
155600,2017-08-11,7
155600,2017-08-12,13
155600,2017-08-13,7
155600,2017-08-14,4
155600,2017-08-15,8
155601,2017-08-02,4
155601,2017-08-03,3
155601,2017-08-04,3
155601,2017-08-05,3
155601,2017-08-06,5
155601,2017-08-07,8
155601,2017-08-08,8
155601,2017-08-09,4
155601,2017-08-10,3
155601,2017-08-11,3
155601,2017-08-12,3
155601,2017-08-13,5
155601,2017-08-14,8
155601,2017-08-15,8
155607,2017-08-02,1
155607,2017-08-03,1
155607,2017-08-04,2
155607,2017-08-05,4
155607,2017-08-06,1
155607,2017-08-07,1
155607,2017-08-08,1
155607,2017-08-09,1
155607,2017-08-10,1
155607,2017-08-11,2
155607,2017-08-12,4
155607,2017-08-13,1
155607,2017-08-14,1
155607,2017-08-15,1
155610,2017-08-02,1
155610,2017-08-03,1
155610,2017-08-04,2
155610,2017-08-05,3
155610,2017-08-06,3
155610,2017-08-07,2
155610,2017-08-08,2
155610,2017-08-09,1
155610,2017-08-10,1
155610,2017-08-11,2
155610,2017-08-12,3
155610,2017-08-13,3
155610,2017-08-14,2
155610,2017-08-15,2
155621,2017-08-02,7
155621,2017-08-03,4
155621,2017-08-04,6
155621,2017-08-05,3
155621,2017-08-06,3
155621,2017-08-07,7
155621,2017-08-08,4
155621,2017-08-09,7
155621,2017-08-10,4
155621,2017-08-11,6
155621,2017-08-12,3
155621,2017-08-13,3
155621,2017-08-14,7
155621,2017-08-15,4
155625,2017-08-02,3
155625,2017-08-03,4
155625,2017-08-04,3
155625,2017-08-05,3
155625,2017-08-06,5
155625,2017-08-07,6
155625,2017-08-08,7
155625,2017-08-09,3
155625,2017-08-10,4
155625,2017-08-11,3
155625,2017-08-12,3
155625,2017-08-13,5
155625,2017-08-14,6
155625,2017-08-15,7
157956,2017-08-02,4
157956,2017-08-03,3
157956,2017-08-04,6
157956,2017-08-05,6
157956,2017-08-06,4
157956,2017-08-07,2
157956,2017-08-08,5
157956,2017-08-09,4
157956,2017-08-10,3
157956,2017-08-11,6
157956,2017-08-12,6
157956,2017-08-13,4
157956,2017-08-14,2
157956,2017-08-15,5
158680,2017-08-02,27
158680,2017-08-03,20
158680,2017-08-04,24
158680,2017-08-05,39
158680,2017-08-06,40
158680,2017-08-07,36
158680,2017-08-08,25
158680,2017-08-09,27
158680,2017-08-10,20
158680,2017-08-11,24
158680,2017-08-12,39
158680,2017-08-13,40
158680,2017-08-14,36
158680,2017-08-15,25
158788,2017-08-02,11
158788,2017-08-03,4
158788,2017-08-04,4
158788,2017-08-05,9
158788,2017-08-06,7
158788,2017-08-07,2
158788,2017-08-08,9
158788,2017-08-09,11
158788,2017-08-10,4
158788,2017-08-11,4
158788,2017-08-12,9
158788,2017-08-13,7
158788,2017-08-14,2
158788,2017-08-15,9
158789,2017-08-02,9
158789,2017-08-03,3
158789,2017-08-04,6
158789,2017-08-05,9
158789,2017-08-06,6
158789,2017-08-07,8
158789,2017-08-08,10
158789,2017-08-09,9
158789,2017-08-10,3
158789,2017-08-11,6
158789,2017-08-12,9
158789,2017-08-13,6
158789,2017-08-14,8
158789,2017-08-15,10
158842,2017-08-02,6
158842,2017-08-03,4
158842,2017-08-04,13
158842,2017-08-05,5
158842,2017-08-06,11
158842,2017-08-07,8
158842,2017-08-08,14
158842,2017-08-09,6
158842,2017-08-10,4
158842,2017-08-11,13
158842,2017-08-12,5
158842,2017-08-13,11
158842,2017-08-14,8
158842,2017-08-15,14
158875,2017-08-02,4
158875,2017-08-03,6
158875,2017-08-04,4
158875,2017-08-05,3
158875,2017-08-06,7
158875,2017-08-07,1
158875,2017-08-08,5
158875,2017-08-09,4
158875,2017-08-10,6
158875,2017-08-11,4
158875,2017-08-12,3
158875,2017-08-13,7
158875,2017-08-14,1
158875,2017-08-15,5
158956,2017-08-02,9
158956,2017-08-03,3
158956,2017-08-04,5
158956,2017-08-05,12
158956,2017-08-06,5
158956,2017-08-07,5
158956,2017-08-08,5
158956,2017-08-09,9
158956,2017-08-10,3
158956,2017-08-11,5
158956,2017-08-12,12
158956,2017-08-13,5
158956,2017-08-14,5
158956,2017-08-15,5
159156,2017-08-02,1.99
159156,2017-08-03,0
159156,2017-08-04,0
159156,2017-08-05,7.697
159156,2017-08-06,0
159156,2017-08-07,0
159156,2017-08-08,0
159156,2017-08-09,1.99
159156,2017-08-10,0
159156,2017-08-11,0
159156,2017-08-12,7.697
159156,2017-08-13,0
