unique_id,ds,AutoARIMA
106716,2017-08-02,6.72387710036211
106716,2017-08-03,6.15224755166242
106716,2017-08-04,7.01530712303556
106716,2017-08-05,7.84367508797136
106716,2017-08-06,7.59493237852393
106716,2017-08-07,6.47571018094751
106716,2017-08-08,6.82507305885788
106716,2017-08-09,7.21297227068733
106716,2017-08-10,7.23831786881978
106716,2017-08-11,7.22849361184932
106716,2017-08-12,7.22849361184932
106716,2017-08-13,7.22849361184932
106716,2017-08-14,7.22849361184932
106716,2017-08-15,7.22849361184932
108079,2017-08-02,2.99374133873761
108079,2017-08-03,2.91956050844568
108079,2017-08-04,2.95861564396549
108079,2017-08-05,2.99696145688324
108079,2017-08-06,3.02916040298072
108079,2017-08-07,3.05592741262565
108079,2017-08-08,3.07816316158153
108079,2017-08-09,3.09663380630979
108079,2017-08-10,3.1119768252799
108079,2017-08-11,3.12472181475872
108079,2017-08-12,3.13530869823237
108079,2017-08-13,3.14410290726115
108079,2017-08-14,3.15140799497912
108079,2017-08-15,3.15747611394154
108634,2017-08-02,-0.0077385403760061
108634,2017-08-03,-0.0102434044847735
108634,2017-08-04,-0.0071487358559152
108634,2017-08-05,-0.0089545606610163
108634,2017-08-06,-0.00550745158900263
108634,2017-08-07,-0.00765205518374962
108634,2017-08-08,-0.00787977045106331
108634,2017-08-09,-0.0113654658486588
108634,2017-08-10,-0.0127880662101543
108634,2017-08-11,-0.0108440225379117
108634,2017-08-12,-0.0119684775421311
108634,2017-08-13,-0.009818996441386
108634,2017-08-14,-0.0111561730399787
108634,2017-08-15,-0.0112981552717302
108696,2017-08-02,8.46656907624546
108696,2017-08-03,8.9046372875891
108696,2017-08-04,8.82659373668682
108696,2017-08-05,9.85575310036103
108696,2017-08-06,9.40101165367321
108696,2017-08-07,7.70931189748924
108696,2017-08-08,8.18039912378127
108696,2017-08-09,8.49021506553019
108696,2017-08-10,9.21591200379481
108696,2017-08-11,8.27475962615118
108696,2017-08-12,10.1485763827947
108696,2017-08-13,9.01995848447392
108696,2017-08-14,7.61976247858891
108696,2017-08-15,8.49130169007422
108698,2017-08-02,5.74196122288967
108698,2017-08-03,5.11687061308403
108698,2017-08-04,7.07980339032154
108698,2017-08-05,8.89886737045343
108698,2017-08-06,10.3287307144812
108698,2017-08-07,8.32473275617538
108698,2017-08-08,7.88536247089439
108698,2017-08-09,5.90737885051453
108698,2017-08-10,5.85943553478514
108698,2017-08-11,7.44817128777763
108698,2017-08-12,7.96524555588203
108698,2017-08-13,7.74850053664647
108698,2017-08-14,7.08209369678281
108698,2017-08-15,7.57023629439065
108701,2017-08-02,2.45290976708055
108701,2017-08-03,3.11361479510553
108701,2017-08-04,4.48065459555747
108701,2017-08-05,5.00305987736078
108701,2017-08-06,3.7128212261886
108701,2017-08-07,3.46925898976285
108701,2017-08-08,3.31972963565685
108701,2017-08-09,2.88267946461368
108701,2017-08-10,3.72234023351678
108701,2017-08-11,4.31829754997393
108701,2017-08-12,4.76047971738637
108701,2017-08-13,3.75374018764873
108701,2017-08-14,3.01854434600454
108701,2017-08-15,3.53300394939009
108786,2017-08-02,8.08614091583433
108786,2017-08-03,6.78604626264825
108786,2017-08-04,6.06450074681609
108786,2017-08-05,6.81089391757151
108786,2017-08-06,6.42530529085335
108786,2017-08-07,6.67258609577674
108786,2017-08-08,6.47830360323348
108786,2017-08-09,6.95537482809752
108786,2017-08-10,6.62659823480371
108786,2017-08-11,6.32620544641979
108786,2017-08-12,6.66732781154327
108786,2017-08-13,6.67169583496327
108786,2017-08-14,6.76941786818678
108786,2017-08-15,6.6623264168507
108797,2017-08-02,7.54325681646064
108797,2017-08-03,6.06715728043223
108797,2017-08-04,7.33851978543343
108797,2017-08-05,10.2066214991681
108797,2017-08-06,8.39389666782856
108797,2017-08-07,5.30980933148782
108797,2017-08-08,6.63586737705213
108797,2017-08-09,8.27026489163854
108797,2017-08-10,6.41071219494718
108797,2017-08-11,7.24151286238581
108797,2017-08-12,9.72118772056034
108797,2017-08-13,8.25718368315724
108797,2017-08-14,5.9623789783155
108797,2017-08-15,7.29465148406916
108831,2017-08-02,17.0663225809927
108831,2017-08-03,14.9382890077994
108831,2017-08-04,29.8354498118924
108831,2017-08-05,31.4198228808136
108831,2017-08-06,29.4895226731584
108831,2017-08-07,21.3533011072488
108831,2017-08-08,18.6865404316682
108831,2017-08-09,13.9910093412632
108831,2017-08-10,14.498932549905
108831,2017-08-11,28.6469611926781
108831,2017-08-12,29.7396573495287
108831,2017-08-13,29.5483300250417
108831,2017-08-14,20.409088383843
108831,2017-08-15,17.0139299853185
108862,2017-08-02,4.86054112751588
108862,2017-08-03,5.03325127991307
108862,2017-08-04,4.9216138674501
108862,2017-08-05,5.07765602850399
108862,2017-08-06,5.32670091405327
108862,2017-08-07,4.91130797562012
108862,2017-08-08,4.82551601637221
108862,2017-08-09,4.99245441785111
108862,2017-08-10,4.99245441785111
108862,2017-08-11,4.99245441785111
108862,2017-08-12,4.99245441785111
108862,2017-08-13,4.99245441785111
108862,2017-08-14,4.99245441785111
108862,2017-08-15,4.99245441785111
108952,2017-08-02,9.28248207408249
108952,2017-08-03,8.90120399704829
108952,2017-08-04,10.1547538688198
108952,2017-08-05,9.81313410388718
108952,2017-08-06,10.0515388764806
108952,2017-08-07,9.85283868580914
108952,2017-08-08,8.63699998587693
108952,2017-08-09,8.44758803699237
108952,2017-08-10,8.91941430877677
108952,2017-08-11,9.1382944220827
108952,2017-08-12,8.95138432423898
108952,2017-08-13,9.38782745196
108952,2017-08-14,9.64316316893869
108952,2017-08-15,8.73720379552488
111223,2017-08-02,10.9954594669497
111223,2017-08-03,14.0044400526559
111223,2017-08-04,15.8282616625214
111223,2017-08-05,18.6476015646987
111223,2017-08-06,22.3912056396193
111223,2017-08-07,14.3257801433173
111223,2017-08-08,13.6380418023277
111223,2017-08-09,12.9914598255495
111223,2017-08-10,13.3711788910379
111223,2017-08-11,15.9896633836868
111223,2017-08-12,18.6666790721949
111223,2017-08-13,20.9440740137943
111223,2017-08-14,15.591465160585
111223,2017-08-15,14.3383876344764
111397,2017-08-02,18.7333675344445
111397,2017-08-03,14.3408370094886
111397,2017-08-04,13.1499130230451
111397,2017-08-05,17.2134278314902
111397,2017-08-06,18.668952144805
111397,2017-08-07,16.475712367908
111397,2017-08-08,15.036512711736
111397,2017-08-09,20.0560425624531
111397,2017-08-10,15.4981354440954
111397,2017-08-11,15.6318033788339
111397,2017-08-12,16.1646577661129
111397,2017-08-13,17.2219618585898
111397,2017-08-14,16.7098360450514
111397,2017-08-15,16.3936294236612
112830,2017-08-02,15.5373007547902
112830,2017-08-03,12.7342767051868
112830,2017-08-04,14.6497455816454
112830,2017-08-05,15.7189413753926
112830,2017-08-06,17.2931450596397
112830,2017-08-07,14.807955393544
112830,2017-08-08,14.5979792373328
112830,2017-08-09,14.76734320287
112830,2017-08-10,12.7326843435162
112830,2017-08-11,13.1706515334051
112830,2017-08-12,14.7612680983593
112830,2017-08-13,16.6970061012957
112830,2017-08-14,13.30972494039
112830,2017-08-15,14.4336480070639
114778,2017-08-02,15.5944700163845
114778,2017-08-03,14.2575203762724
114778,2017-08-04,15.5065283968655
114778,2017-08-05,15.6152536260716
114778,2017-08-06,17.533721383419
114778,2017-08-07,17.4868874089983
114778,2017-08-08,15.597427287528
114778,2017-08-09,15.9747356577751
114778,2017-08-10,15.4324577920826
114778,2017-08-11,16.2891927364638
114778,2017-08-12,16.269883081309
114778,2017-08-13,16.7072995422874
114778,2017-08-14,16.7530379371804
114778,2017-08-15,16.0936851724691
114790,2017-08-02,31.1320758905232
114790,2017-08-03,25.9927684747377
114790,2017-08-04,27.8917597518541
114790,2017-08-05,26.924014784367
114790,2017-08-06,31.8743468565663
114790,2017-08-07,24.7855254500153
114790,2017-08-08,31.7649624875457
114790,2017-08-09,29.8291621843946
114790,2017-08-10,28.4153873759491
114790,2017-08-11,28.8371627288794
114790,2017-08-12,28.2978221889763
114790,2017-08-13,29.7149072613965
114790,2017-08-14,25.7913232217931
114790,2017-08-15,30.0749027453513
114799,2017-08-02,1.91732403698125
114799,2017-08-03,2.03122557401126
114799,2017-08-04,2.33218468248276
114799,2017-08-05,2.15225137336281
114799,2017-08-06,2.35017391076535
114799,2017-08-07,1.81818688505575
114799,2017-08-08,2.64478588224859
114799,2017-08-09,1.99152757196803
114799,2017-08-10,1.98159135687594
114799,2017-08-11,1.99846294873806
114799,2017-08-12,1.95942744007089
114799,2017-08-13,1.96953497297009
114799,2017-08-14,1.89218486825315
114799,2017-08-15,1.9837428457035
114800,2017-08-02,7.4603653593988
114800,2017-08-03,7.71408799014414
114800,2017-08-04,8.00751804683677
114800,2017-08-05,7.49757366157473
114800,2017-08-06,5.94429789737734
114800,2017-08-07,6.4764573932039
114800,2017-08-08,7.19577953375893
114800,2017-08-09,7.13292700816512
114800,2017-08-10,7.04000153027173
114800,2017-08-11,6.88220464782667
114800,2017-08-12,6.78311688161817
114800,2017-08-13,6.91908756381334
114800,2017-08-14,6.99000961541506
114800,2017-08-15,6.95703850272398
115267,2017-08-02,7.68602099482278
115267,2017-08-03,6.93899071760749
115267,2017-08-04,7.50255014144277
115267,2017-08-05,7.00310863619964
115267,2017-08-06,9.34213997641721
115267,2017-08-07,8.44849184676252
115267,2017-08-08,9.66021823261448
115267,2017-08-09,7.87279882296159
115267,2017-08-10,7.7093694887221
115267,2017-08-11,7.17940133333428
115267,2017-08-12,7.70316690521132
115267,2017-08-13,8.47215337530661
115267,2017-08-14,8.43739270912355
115267,2017-08-15,9.27283521581715
115611,2017-08-02,30.1159622818235
115611,2017-08-03,27.1190889986397
115611,2017-08-04,27.8373801555651
115611,2017-08-05,27.3727912810371
115611,2017-08-06,28.2358108988265
115611,2017-08-07,27.6353011375591
115611,2017-08-08,28.6790932215866
115611,2017-08-09,28.0425272815232
115611,2017-08-10,27.4350812477132
115611,2017-08-11,27.9963594014449
115611,2017-08-12,27.6660360458719
115611,2017-08-13,28.177748228633
115611,2017-08-14,28.0058305115896
115611,2017-08-15,28.5645371604304
115693,2017-08-02,11.4088211670116
115693,2017-08-03,11.3364456905429
115693,2017-08-04,11.2698910669972
115693,2017-08-05,11.2086891498363
115693,2017-08-06,11.1524094435647
115693,2017-08-07,11.1006560756157
115693,2017-08-08,11.0530650117758
115693,2017-08-09,11.0093014955607
115693,2017-08-10,10.9690576935321
115693,2017-08-11,10.9320505299907
115693,2017-08-12,10.8980196958164
115693,2017-08-13,10.8667258174486
115693,2017-08-14,10.8379487731281
115693,2017-08-15,10.8114861445562
115720,2017-08-02,4.23590662418038
115720,2017-08-03,4.89024108128513
115720,2017-08-04,5.18195089897443
115720,2017-08-05,4.87390113868031
115720,2017-08-06,5.41191151875999
115720,2017-08-07,4.66128102440597
115720,2017-08-08,4.12899638820619
115720,2017-08-09,4.75786348725979
115720,2017-08-10,4.59492570815847
115720,2017-08-11,4.36691320424473
115720,2017-08-12,4.61242071242767
115720,2017-08-13,4.73955269783535
115720,2017-08-14,4.68677581368527
115720,2017-08-15,4.4684532413625
115847,2017-08-02,0.145524766315727
115847,2017-08-03,0.147475839877751
115847,2017-08-04,0.14743301110477
115847,2017-08-05,0.147494640324255
115847,2017-08-06,0.147497604081746
115847,2017-08-07,0.147499094599426
115847,2017-08-08,0.147499073853357
115847,2017-08-09,0.137554508654526
115847,2017-08-10,0.137430186874298
115847,2017-08-11,0.137428632668083
115847,2017-08-12,0.137428613238205
115847,2017-08-13,0.137428612995303
115847,2017-08-14,0.137428612992266
115847,2017-08-15,0.137428612992228
115850,2017-08-02,6.61064483289021
115850,2017-08-03,6.60143965495994
115850,2017-08-04,6.11340559338862
115850,2017-08-05,5.85881637768559
115850,2017-08-06,5.85348389688272
115850,2017-08-07,6.19447743263714
115850,2017-08-08,5.72740893708492
115850,2017-08-09,6.80989491771255
115850,2017-08-10,6.6637981538256
115850,2017-08-11,6.05198532727313
115850,2017-08-12,6.16259379671114
115850,2017-08-13,6.08728399855949
115850,2017-08-14,6.47480526023785
115850,2017-08-15,6.17171220042226
115891,2017-08-02,9.06020879185851
115891,2017-08-03,7.12610409331597
115891,2017-08-04,8.89404176776236
115891,2017-08-05,12.5167324066448
115891,2017-08-06,11.8000281371003
115891,2017-08-07,10.3660272280387
115891,2017-08-08,9.94774327946491
115891,2017-08-09,9.14317832281873
115891,2017-08-10,7.71037693030208
115891,2017-08-11,9.5768131084439
115891,2017-08-12,12.0266290264287
115891,2017-08-13,11.7414036349402
115891,2017-08-14,10.5174583592746
115891,2017-08-15,10.479175644642
115892,2017-08-02,21.2418832070115
115892,2017-08-03,17.0064434580608
115892,2017-08-04,24.9383805378445
115892,2017-08-05,44.3372663756059
115892,2017-08-06,39.7407004528563
115892,2017-08-07,24.953878547704
115892,2017-08-08,12.945747221994
115892,2017-08-09,21.2418832070115
115892,2017-08-10,17.0064434580608
115892,2017-08-11,24.9383805378445
115892,2017-08-12,44.3372663756059
115892,2017-08-13,39.7407004528563
115892,2017-08-14,24.953878547704
115892,2017-08-15,12.945747221994
115893,2017-08-02,16.95727285568
115893,2017-08-03,16.2411544637228
115893,2017-08-04,17.8612395125065
115893,2017-08-05,18.3374571327056
115893,2017-08-06,21.672367465038
115893,2017-08-07,21.4811219776092
115893,2017-08-08,17.3025110043321
115893,2017-08-09,18.3551869720752
115893,2017-08-10,18.0648150931965
115893,2017-08-11,18.283589199086
115893,2017-08-12,19.1812131797542
115893,2017-08-13,20.6220720512786
115893,2017-08-14,22.155220912145
115893,2017-08-15,18.4770011298776
115894,2017-08-02,29.2631520218429
115894,2017-08-03,25.0030340240942
115894,2017-08-04,20.0610041503908
115894,2017-08-05,25.016291288389
115894,2017-08-06,29.6002672305322
115894,2017-08-07,27.0564891440009
115894,2017-08-08,29.4912942261383
115894,2017-08-09,23.4625947700929
115894,2017-08-10,27.498403646545
115894,2017-08-11,22.77568035784
115894,2017-08-12,22.9434577097294
115894,2017-08-13,24.0281471834286
115894,2017-08-14,25.6497495377984
115894,2017-08-15,29.2927923126074
116017,2017-08-02,14.5945066256955
116017,2017-08-03,9.55014733380541
116017,2017-08-04,8.89825527015954
116017,2017-08-05,16.1167588755821
116017,2017-08-06,12.8041954850591
116017,2017-08-07,11.1914789107504
116017,2017-08-08,12.4167175351459
116017,2017-08-09,11.4209973332424
116017,2017-08-10,10.0005411607298
116017,2017-08-11,9.69112102539928
116017,2017-08-12,16.6580177755933
116017,2017-08-13,13.1603240335032
116017,2017-08-14,11.8022448403851
116017,2017-08-15,13.0252122997204
116018,2017-08-02,20.0223293832151
116018,2017-08-03,13.9023063709983
116018,2017-08-04,17.9398098738027
116018,2017-08-05,27.2988792047762
116018,2017-08-06,34.6274464350695
116018,2017-08-07,20.8222102631325
116018,2017-08-08,17.1846312576322
116018,2017-08-09,18.3669187833016
116018,2017-08-10,13.9563212303646
116018,2017-08-11,17.9907832037954
116018,2017-08-12,27.3469822712475
116018,2017-08-13,34.672840860042
116018,2017-08-14,20.8650485678341
116018,2017-08-15,17.2250573749543
116279,2017-08-02,1.19212756390799
116279,2017-08-03,1.03701071303979
116279,2017-08-04,1.10311280977565
116279,2017-08-05,1.35771887989339
116279,2017-08-06,1.11728680353874
116279,2017-08-07,1.13930455272799
116279,2017-08-08,1.20549236222379
116279,2017-08-09,1.35557894159175
116279,2017-08-10,1.38340999613449
116279,2017-08-11,1.40076330973149
116279,2017-08-12,1.41565826821312
116279,2017-08-13,1.42844313416562
116279,2017-08-14,1.4394168335972
116279,2017-08-15,1.44883594519855
116311,2017-08-02,2.84972467618334
116311,2017-08-03,2.51388056023416
116311,2017-08-04,2.3890407407635
116311,2017-08-05,2.5111879232165
116311,2017-08-06,2.47599017783832
116311,2017-08-07,2.62787109199497
116311,2017-08-08,4.51903641495042
116311,2017-08-09,2.60217247631559
116311,2017-08-10,2.44101259701433
116311,2017-08-11,2.56365500381008
116311,2017-08-12,2.44298789826008
116311,2017-08-13,2.60970191274681
116311,2017-08-14,2.49828304827579
116311,2017-08-15,3.37739758545205
119023,2017-08-02,3.99130144330421
119023,2017-08-03,3.92844946042519
119023,2017-08-04,3.93233500280067
119023,2017-08-05,3.93605835161438
119023,2017-08-06,4.03341625791417
119023,2017-08-07,3.97388742529451
119023,2017-08-08,4.00803943363313
119023,2017-08-09,4.01035283750332
119023,2017-08-10,4.01074359598952
119023,2017-08-11,4.01301761016116
119023,2017-08-12,4.01509786318986
119023,2017-08-13,4.01993839616147
119023,2017-08-14,4.01970854350723
119023,2017-08-15,4.02226927852317
119024,2017-08-02,2.3285675367038
119024,2017-08-03,1.78054118624475
119024,2017-08-04,2.13571317711145
119024,2017-08-05,2.62588721662753
119024,2017-08-06,5.99202489277344
119024,2017-08-07,3.29936153633746
119024,2017-08-08,3.28884651898155
119024,2017-08-09,2.00718973008468
119024,2017-08-10,2.16591582417365
119024,2017-08-11,2.37967236971095
119024,2017-08-12,2.77045177293511
119024,2017-08-13,5.71820242101755
119024,2017-08-14,3.33629013813221
119024,2017-08-15,3.32075171119837
119026,2017-08-02,25.8268285328346
119026,2017-08-03,23.1533829709232
119026,2017-08-04,22.8047101970691
119026,2017-08-05,21.5552652624735
119026,2017-08-06,23.5549191560463
119026,2017-08-07,24.3188476036409
119026,2017-08-08,22.6716482477013
119026,2017-08-09,22.8490323975875
119026,2017-08-10,21.7908933310764
119026,2017-08-11,22.2202224008921
119026,2017-08-12,21.8409074045686
119026,2017-08-13,22.8718746238143
119026,2017-08-14,23.474264818177
119026,2017-08-15,22.9246696384092
119141,2017-08-02,21.7949226135981
119141,2017-08-03,17.4882613789624
119141,2017-08-04,17.3889694870019
119141,2017-08-05,18.995382246257
119141,2017-08-06,20.0668771543014
119141,2017-08-07,20.3907223884987
119141,2017-08-08,21.0072079422881
119141,2017-08-09,21.8086293924788
119141,2017-08-10,19.0472697359994
119141,2017-08-11,18.8730370449541
119141,2017-08-12,19.5229759986048
119141,2017-08-13,19.4898618473308
119141,2017-08-14,20.0819350698349
119141,2017-08-15,21.0100541576409
119187,2017-08-02,3.34942952660771
119187,2017-08-03,4.09560033751327
119187,2017-08-04,4.40265164128731
119187,2017-08-05,4.01736854200801
119187,2017-08-06,5.31304836559084
119187,2017-08-07,3.29475257555776
119187,2017-08-08,3.95315469212812
119187,2017-08-09,3.5098323403626
119187,2017-08-10,3.71300036310908
119187,2017-08-11,4.97474548791694
119187,2017-08-12,4.01848384295714
119187,2017-08-13,3.48067034340013
119187,2017-08-14,3.35106780052575
119187,2017-08-15,3.85910690213051
119191,2017-08-02,12.4887689665357
119191,2017-08-03,12.1511069957766
119191,2017-08-04,13.3940908398359
119191,2017-08-05,13.2073620463312
119191,2017-08-06,12.5208160797475
119191,2017-08-07,12.3664100475439
119191,2017-08-08,13.6566959617653
119191,2017-08-09,12.7821366384313
119191,2017-08-10,12.7564404172797
119191,2017-08-11,12.8508518547582
119191,2017-08-12,12.8366648032646
119191,2017-08-13,12.7845098204096
119191,2017-08-14,12.7727800079764
119191,2017-08-15,12.8707980776569
119624,2017-08-02,16.4165314472438
119624,2017-08-03,25.1585791379433
119624,2017-08-04,31.6616663300103
119624,2017-08-05,30.87895701876
119624,2017-08-06,23.8325420121615
119624,2017-08-07,22.4743954458874
119624,2017-08-08,19.4406603143149
119624,2017-08-09,22.6205883686231
119624,2017-08-10,26.5771413334892
119624,2017-08-11,27.1979028017429
119624,2017-08-12,28.1989204181203
119624,2017-08-13,25.15331345597
119624,2017-08-14,25.1212469377788
119624,2017-08-15,22.9760680172408
121964,2017-08-02,0.498759548238787
121964,2017-08-03,0.36907833249534
121964,2017-08-04,0.533352113103733
121964,2017-08-05,0.389456556015773
121964,2017-08-06,0.728546621714383
121964,2017-08-07,0.549339449599525
121964,2017-08-08,0.322136556560985
121964,2017-08-09,0.411870288649898
121964,2017-08-10,0.435624910260796
121964,2017-08-11,0.59455407961173
121964,2017-08-12,0.38460675964949
121964,2017-08-13,0.725363707017908
121964,2017-08-14,0.58770198407332
121964,2017-08-15,0.418000259651766
122095,2017-08-02,8.98539865513011
122095,2017-08-03,9.63389147559222
122095,2017-08-04,10.4380986691332
122095,2017-08-05,11.5923691845511
122095,2017-08-06,11.9039498572895
122095,2017-08-07,10.263084396839
122095,2017-08-08,8.72319380989264
122095,2017-08-09,8.72855596973004
122095,2017-08-10,9.14942275647736
122095,2017-08-11,9.38796624264013
122095,2017-08-12,10.5990090585967
122095,2017-08-13,10.8464700854104
122095,2017-08-14,10.4130195643382
122095,2017-08-15,9.08702794217408
122419,2017-08-02,5.80799558834146
122419,2017-08-03,5.62904449292832
122419,2017-08-04,5.97291158504158
122419,2017-08-05,5.87753329838556
122419,2017-08-06,5.89537950083464
122419,2017-08-07,6.64660027475684
122419,2017-08-08,6.66055400035156
122419,2017-08-09,6.63387322182248
122419,2017-08-10,5.9436990902042
122419,2017-08-11,6.10847158135864
122419,2017-08-12,6.04866363994932
122419,2017-08-13,6.17690398068708
122419,2017-08-14,6.48971520535749
122419,2017-08-15,7.37814388578523
122425,2017-08-02,4.05888731441045
122425,2017-08-03,3.15757180503713
122425,2017-08-04,3.04778034324221
122425,2017-08-05,2.80792607108229
122425,2017-08-06,2.87128359651313
122425,2017-08-07,2.92535984042522
122425,2017-08-08,3.28152842158383
122425,2017-08-09,2.90376402971842
122425,2017-08-10,2.85565526155338
122425,2017-08-11,2.81829761976064
122425,2017-08-12,2.80738938820385
122425,2017-08-13,2.80248370902228
122425,2017-08-14,2.80071243115041
122425,2017-08-15,2.800001500903
123347,2017-08-02,6.88947567564911
123347,2017-08-03,6.21393495956895
123347,2017-08-04,6.04202996941298
123347,2017-08-05,7.06611078299132
123347,2017-08-06,6.96426799610701
123347,2017-08-07,6.12094053548973
123347,2017-08-08,6.26650601099824
123347,2017-08-09,6.13141731139769
123347,2017-08-10,6.01221820998145
123347,2017-08-11,5.89967206687668
123347,2017-08-12,6.57662380432002
123347,2017-08-13,6.28977289501885
123347,2017-08-14,6.24702324903906
123347,2017-08-15,6.42536473046387
123601,2017-08-02,12.6954939652564
123601,2017-08-03,10.6912449218354
123601,2017-08-04,8.80423703565372
123601,2017-08-05,10.5243054903499
123601,2017-08-06,11.535100267554
123601,2017-08-07,8.48874335915116
123601,2017-08-08,11.8291720023538
123601,2017-08-09,10.796887399256
123601,2017-08-10,10.0029662557137
123601,2017-08-11,9.30616109546417
123601,2017-08-12,10.4408133483872
123601,2017-08-13,10.6898134377508
123601,2017-08-14,8.79189941187978
123601,2017-08-15,11.1758774766703
123602,2017-08-02,6.77693782908352
123602,2017-08-03,7.21923450921999
123602,2017-08-04,8.81410899903663
123602,2017-08-05,9.88096123420245
123602,2017-08-06,8.57274447133754
123602,2017-08-07,8.38319261550506
