unique_id,ds,TimeGPT
108079,2017-08-05,2.6253748
108079,2017-08-06,2.23599
108079,2017-08-07,1.9404054
108079,2017-08-08,1.724539
108079,2017-08-09,1.4946847
108079,2017-08-10,1.6255755
108079,2017-08-11,2.3211527
108079,2017-08-12,2.6944218
108079,2017-08-13,2.3504717
108079,2017-08-14,2.0053651
108079,2017-08-15,1.7663975
108634,2017-08-02,-0.21131516
108634,2017-08-03,-0.14176846
108634,2017-08-04,-0.003888607
108634,2017-08-05,0.18108487
108634,2017-08-06,0.14450908
108634,2017-08-07,0.05483508
108634,2017-08-08,-0.034313202
108634,2017-08-09,-0.117836
108634,2017-08-10,-0.13267279
108634,2017-08-11,0.0745821
108634,2017-08-12,0.26077747
108634,2017-08-13,0.19964218
108634,2017-08-14,0.06710887
108634,2017-08-15,-0.0026535988
108696,2017-08-02,6.247569
108696,2017-08-03,6.094828
108696,2017-08-04,7.797718
108696,2017-08-05,11.215809
108696,2017-08-06,12.370607
108696,2017-08-07,9.909405
108696,2017-08-08,7.4786873
108696,2017-08-09,6.774709
108696,2017-08-10,6.5505714
108696,2017-08-11,8.083011
108696,2017-08-12,11.469412
108696,2017-08-13,12.464204
108696,2017-08-14,9.947072
108696,2017-08-15,7.7811995
108698,2017-08-02,6.5027537
108698,2017-08-03,5.9193006
108698,2017-08-04,6.7779694
108698,2017-08-05,11.073152
108698,2017-08-06,11.722587
108698,2017-08-07,7.644717
108698,2017-08-08,6.9491854
108698,2017-08-09,6.491243
108698,2017-08-10,5.990451
108698,2017-08-11,6.789853
108698,2017-08-12,10.918105
108698,2017-08-13,11.736588
108698,2017-08-14,7.7736344
108698,2017-08-15,6.7417793
108701,2017-08-02,3.0231621
108701,2017-08-03,3.4295754
108701,2017-08-04,4.6344895
108701,2017-08-05,4.5864534
108701,2017-08-06,3.796558
108701,2017-08-07,3.1297722
108701,2017-08-08,2.86108
108701,2017-08-09,3.03992
108701,2017-08-10,3.3860579
108701,2017-08-11,4.5400367
108701,2017-08-12,4.5027986
108701,2017-08-13,3.807199
108701,2017-08-14,3.1727097
108701,2017-08-15,2.9029496
108786,2017-08-02,4.464148
108786,2017-08-03,4.3253675
108786,2017-08-04,4.6047225
108786,2017-08-05,5.7940927
108786,2017-08-06,6.4068174
108786,2017-08-07,4.4146457
108786,2017-08-08,4.034536
108786,2017-08-09,4.2617984
108786,2017-08-10,4.3231606
108786,2017-08-11,4.6255956
108786,2017-08-12,5.8098254
108786,2017-08-13,6.2974615
108786,2017-08-14,4.3978744
108786,2017-08-15,3.9597983
108797,2017-08-02,6.4177237
108797,2017-08-03,6.2705173
108797,2017-08-04,8.781761
108797,2017-08-05,8.462753
108797,2017-08-06,7.4955835
108797,2017-08-07,7.394388
108797,2017-08-08,7.1988316
108797,2017-08-09,6.9702644
108797,2017-08-10,6.688247
108797,2017-08-11,8.985188
108797,2017-08-12,8.849094
108797,2017-08-13,7.864935
108797,2017-08-14,7.54175
108797,2017-08-15,7.622915
108831,2017-08-02,17.445211
108831,2017-08-03,18.026865
108831,2017-08-04,29.795534
108831,2017-08-05,30.955568
108831,2017-08-06,25.665178
108831,2017-08-07,21.330122
108831,2017-08-08,17.85837
108831,2017-08-09,15.595121
108831,2017-08-10,16.96624
108831,2017-08-11,28.250944
108831,2017-08-12,30.047884
108831,2017-08-13,25.028425
108831,2017-08-14,20.504124
108831,2017-08-15,17.566664
108862,2017-08-02,3.9965851
108862,2017-08-03,4.7801104
108862,2017-08-04,4.761588
108862,2017-08-05,4.977627
108862,2017-08-06,5.0524173
108862,2017-08-07,4.7670197
108862,2017-08-08,4.1796174
108862,2017-08-09,4.340647
108862,2017-08-10,4.9137015
108862,2017-08-11,4.864248
108862,2017-08-12,4.9632196
108862,2017-08-13,5.041565
108862,2017-08-14,4.6558366
108862,2017-08-15,4.118893
108952,2017-08-02,9.205145
108952,2017-08-03,8.875925
108952,2017-08-04,10.006926
108952,2017-08-05,14.173178
108952,2017-08-06,12.410995
108952,2017-08-07,9.93548
108952,2017-08-08,9.106183
108952,2017-08-09,9.04978
108952,2017-08-10,8.8719845
108952,2017-08-11,9.866142
108952,2017-08-12,13.974159
108952,2017-08-13,12.272004
108952,2017-08-14,9.731432
108952,2017-08-15,8.962701
111223,2017-08-02,11.295739
111223,2017-08-03,11.652896
111223,2017-08-04,14.319154
111223,2017-08-05,20.930815
111223,2017-08-06,23.610727
111223,2017-08-07,14.821322
111223,2017-08-08,12.373761
111223,2017-08-09,11.404313
111223,2017-08-10,11.919317
111223,2017-08-11,14.557336
111223,2017-08-12,21.288181
111223,2017-08-13,24.006414
111223,2017-08-14,15.354073
111223,2017-08-15,12.790376
111397,2017-08-02,8.311494
111397,2017-08-03,7.894951
111397,2017-08-04,9.509891
111397,2017-08-05,12.293736
111397,2017-08-06,13.703775
111397,2017-08-07,10.003
111397,2017-08-08,9.5030365
111397,2017-08-09,9.533172
111397,2017-08-10,8.45574
111397,2017-08-11,10.070087
111397,2017-08-12,12.684364
111397,2017-08-13,13.6248045
111397,2017-08-14,10.482403
111397,2017-08-15,9.958109
112830,2017-08-02,15.955812
112830,2017-08-03,15.67279
112830,2017-08-04,16.980036
112830,2017-08-05,19.405825
112830,2017-08-06,18.247118
112830,2017-08-07,15.387978
112830,2017-08-08,15.340744
112830,2017-08-09,15.894281
112830,2017-08-10,15.705766
112830,2017-08-11,17.049843
112830,2017-08-12,19.243147
112830,2017-08-13,18.504124
112830,2017-08-14,15.360271
112830,2017-08-15,15.2395115
114778,2017-08-02,16.048626
114778,2017-08-03,12.548777
114778,2017-08-04,14.1678295
114778,2017-08-05,17.548426
114778,2017-08-06,21.034744
114778,2017-08-07,18.444101
114778,2017-08-08,17.1636
114778,2017-08-09,16.445026
114778,2017-08-10,13.022904
114778,2017-08-11,14.514765
114778,2017-08-12,17.559193
114778,2017-08-13,20.59834
114778,2017-08-14,18.213041
114778,2017-08-15,17.010267
114790,2017-08-02,23.953033
114790,2017-08-03,23.369751
114790,2017-08-04,24.776787
114790,2017-08-05,35.11347
114790,2017-08-06,37.71737
114790,2017-08-07,25.739985
114790,2017-08-08,24.7159
114790,2017-08-09,24.535957
114790,2017-08-10,24.095722
114790,2017-08-11,25.4667
114790,2017-08-12,35.94696
114790,2017-08-13,38.497665
114790,2017-08-14,26.280575
114790,2017-08-15,24.321972
114799,2017-08-02,2.4903023
114799,2017-08-03,2.3512785
114799,2017-08-04,2.6143253
114799,2017-08-05,2.7699296
114799,2017-08-06,2.7423382
114799,2017-08-07,2.2951813
114799,2017-08-08,2.2057102
114799,2017-08-09,2.0083237
114799,2017-08-10,2.0630589
114799,2017-08-11,2.3732224
114799,2017-08-12,2.5119998
114799,2017-08-13,2.5706232
114799,2017-08-14,2.1066835
114799,2017-08-15,2.0254014
114800,2017-08-02,6.7289886
114800,2017-08-03,6.811985
114800,2017-08-04,7.795138
114800,2017-08-05,10.552044
114800,2017-08-06,10.274181
114800,2017-08-07,8.1874895
114800,2017-08-08,7.6933994
114800,2017-08-09,7.336499
114800,2017-08-10,7.2986927
114800,2017-08-11,8.320009
114800,2017-08-12,11.05785
114800,2017-08-13,10.678056
114800,2017-08-14,8.451157
114800,2017-08-15,7.8303494
115267,2017-08-02,6.963806
115267,2017-08-03,5.8833156
115267,2017-08-04,6.825468
115267,2017-08-05,9.979919
115267,2017-08-06,9.42725
115267,2017-08-07,7.364351
115267,2017-08-08,6.8482304
115267,2017-08-09,6.2554197
115267,2017-08-10,5.8054996
115267,2017-08-11,6.8174834
115267,2017-08-12,10.024758
115267,2017-08-13,9.5056505
115267,2017-08-14,7.3428297
115267,2017-08-15,6.7004075
115611,2017-08-02,30.975933
115611,2017-08-03,27.966597
115611,2017-08-04,31.796122
115611,2017-08-05,35.474865
115611,2017-08-06,32.9104
115611,2017-08-07,28.096405
115611,2017-08-08,27.783556
115611,2017-08-09,28.460922
115611,2017-08-10,26.691563
115611,2017-08-11,30.81442
115611,2017-08-12,34.379314
115611,2017-08-13,31.944866
115611,2017-08-14,26.926899
115611,2017-08-15,27.07575
115693,2017-08-02,9.665307
115693,2017-08-03,10.167379
115693,2017-08-04,12.285361
115693,2017-08-05,14.994339
115693,2017-08-06,14.014148
115693,2017-08-07,12.244643
115693,2017-08-08,11.585911
115693,2017-08-09,10.70348
115693,2017-08-10,10.816266
115693,2017-08-11,12.845467
115693,2017-08-12,15.2120495
115693,2017-08-13,14.231165
115693,2017-08-14,12.642787
115693,2017-08-15,11.660234
115720,2017-08-02,2.654721
115720,2017-08-03,2.9844048
115720,2017-08-04,3.8499227
115720,2017-08-05,5.1230397
115720,2017-08-06,4.8980784
115720,2017-08-07,3.529913
115720,2017-08-08,3.337151
115720,2017-08-09,3.05309
115720,2017-08-10,3.3564959
115720,2017-08-11,4.3820167
115720,2017-08-12,5.711479
115720,2017-08-13,5.4206157
115720,2017-08-14,4.053424
115720,2017-08-15,3.557087
115847,2017-08-02,0.16770567
115847,2017-08-03,0.29367778
115847,2017-08-04,0.30005607
115847,2017-08-05,0.21219388
115847,2017-08-06,0.14730532
115847,2017-08-07,0.1603929
115847,2017-08-08,0.2673444
115847,2017-08-09,0.3004922
115847,2017-08-10,0.36527398
115847,2017-08-11,0.42701524
115847,2017-08-12,0.3351163
115847,2017-08-13,0.24917725
115847,2017-08-14,0.2950484
115847,2017-08-15,0.38781366
115850,2017-08-02,5.1345935
115850,2017-08-03,5.3850284
115850,2017-08-04,6.2465076
115850,2017-08-05,6.55695
115850,2017-08-06,6.2164264
115850,2017-08-07,4.7425976
115850,2017-08-08,4.66103
115850,2017-08-09,5.287288
115850,2017-08-10,5.5582833
115850,2017-08-11,6.4992228
115850,2017-08-12,6.880745
115850,2017-08-13,6.470348
115850,2017-08-14,5.1037316
115850,2017-08-15,4.8570337
115891,2017-08-02,7.773398
115891,2017-08-03,8.043573
115891,2017-08-04,10.366849
115891,2017-08-05,14.993735
115891,2017-08-06,13.0507555
115891,2017-08-07,8.75826
115891,2017-08-08,8.321102
115891,2017-08-09,8.003582
115891,2017-08-10,8.311228
115891,2017-08-11,10.789698
115891,2017-08-12,15.279721
115891,2017-08-13,13.544927
115891,2017-08-14,9.179986
115891,2017-08-15,8.309179
115892,2017-08-02,18.365768
115892,2017-08-03,18.995508
115892,2017-08-04,24.960283
115892,2017-08-05,41.448563
115892,2017-08-06,38.98131
115892,2017-08-07,22.725248
115892,2017-08-08,19.650856
115892,2017-08-09,19.453089
115892,2017-08-10,20.075493
115892,2017-08-11,25.497814
115892,2017-08-12,42.536926
115892,2017-08-13,40.369846
115892,2017-08-14,24.561272
115892,2017-08-15,20.219715
115893,2017-08-02,12.618134
115893,2017-08-03,12.72051
115893,2017-08-04,15.154853
115893,2017-08-05,25.893269
115893,2017-08-06,27.845987
115893,2017-08-07,18.349958
115893,2017-08-08,15.853726
115893,2017-08-09,14.081569
115893,2017-08-10,13.305118
115893,2017-08-11,15.768064
115893,2017-08-12,26.3888
115893,2017-08-13,28.139664
115893,2017-08-14,18.357544
115893,2017-08-15,15.654754
115894,2017-08-02,22.070732
115894,2017-08-03,20.430996
115894,2017-08-04,22.50738
115894,2017-08-05,36.631157
115894,2017-08-06,38.563393
115894,2017-08-07,24.476233
115894,2017-08-08,22.602737
115894,2017-08-09,21.385262
115894,2017-08-10,20.51902
115894,2017-08-11,22.087732
115894,2017-08-12,36.99043
115894,2017-08-13,39.15299
115894,2017-08-14,25.144632
115894,2017-08-15,21.843948
116017,2017-08-02,17.562597
116017,2017-08-03,13.976383
116017,2017-08-04,15.891315
116017,2017-08-05,23.648712
116017,2017-08-06,21.494425
116017,2017-08-07,17.535547
116017,2017-08-08,16.372221
116017,2017-08-09,15.896665
116017,2017-08-10,13.126483
116017,2017-08-11,15.780554
116017,2017-08-12,22.36131
116017,2017-08-13,20.221626
116017,2017-08-14,16.485361
116017,2017-08-15,15.731964
116018,2017-08-02,17.324417
116018,2017-08-03,16.519728
116018,2017-08-04,17.868748
116018,2017-08-05,27.562382
116018,2017-08-06,32.881416
116018,2017-08-07,21.506922
116018,2017-08-08,19.436316
116018,2017-08-09,18.112705
116018,2017-08-10,17.53992
116018,2017-08-11,18.664816
116018,2017-08-12,27.84734
116018,2017-08-13,33.752506
116018,2017-08-14,22.249006
116018,2017-08-15,19.351261
116279,2017-08-02,0.6982406
116279,2017-08-03,0.7428184
116279,2017-08-04,0.869995
116279,2017-08-05,1.4726833
116279,2017-08-06,1.5572352
116279,2017-08-07,1.1056439
116279,2017-08-08,1.0027503
116279,2017-08-09,0.89851916
116279,2017-08-10,0.8876504
116279,2017-08-11,0.9907745
116279,2017-08-12,1.6251779
116279,2017-08-13,1.7021034
116279,2017-08-14,1.2447122
116279,2017-08-15,1.0573343
116311,2017-08-02,5.4121027
116311,2017-08-03,3.835822
116311,2017-08-04,3.8615766
116311,2017-08-05,3.9276452
116311,2017-08-06,3.34445
116311,2017-08-07,2.7485487
116311,2017-08-08,2.4364173
116311,2017-08-09,2.1018155
116311,2017-08-10,2.1820648
116311,2017-08-11,2.707342
116311,2017-08-12,3.0351915
116311,2017-08-13,2.6905272
116311,2017-08-14,2.2691352
116311,2017-08-15,1.9772842
119023,2017-08-02,3.724538
119023,2017-08-03,4.53582
119023,2017-08-04,4.7775455
119023,2017-08-05,3.7710922
119023,2017-08-06,3.598841
119023,2017-08-07,3.4925425
119023,2017-08-08,3.586652
119023,2017-08-09,4.0066648
119023,2017-08-10,4.800726
119023,2017-08-11,4.930069
119023,2017-08-12,3.8703084
119023,2017-08-13,3.7527163
119023,2017-08-14,3.6243114
119023,2017-08-15,3.6143537
119024,2017-08-02,6.882998
119024,2017-08-03,5.805748
119024,2017-08-04,6.2247324
119024,2017-08-05,7.930663
119024,2017-08-06,8.962717
119024,2017-08-07,7.2772956
119024,2017-08-08,6.8106546
119024,2017-08-09,6.442168
119024,2017-08-10,5.523512
119024,2017-08-11,6.123692
119024,2017-08-12,8.064643
119024,2017-08-13,8.941975
119024,2017-08-14,7.284645
119024,2017-08-15,6.828999
119026,2017-08-02,23.056076
119026,2017-08-03,18.038752
119026,2017-08-04,18.536966
119026,2017-08-05,20.817444
119026,2017-08-06,21.320951
119026,2017-08-07,21.952341
119026,2017-08-08,22.401575
119026,2017-08-09,21.261662
119026,2017-08-10,17.108814
119026,2017-08-11,17.916864
119026,2017-08-12,20.031227
119026,2017-08-13,20.367914
119026,2017-08-14,21.142977
119026,2017-08-15,21.842262
119141,2017-08-02,18.819221
119141,2017-08-03,15.509432
119141,2017-08-04,20.385653
119141,2017-08-05,25.122263
119141,2017-08-06,26.639988
119141,2017-08-07,21.655521
119141,2017-08-08,19.304417
119141,2017-08-09,17.406464
119141,2017-08-10,15.932639
119141,2017-08-11,19.830256
119141,2017-08-12,24.2974
119141,2017-08-13,25.092178
119141,2017-08-14,21.007828
119141,2017-08-15,18.40576
119187,2017-08-02,2.9721148
119187,2017-08-03,3.122964
119187,2017-08-04,4.059117
119187,2017-08-05,4.7503295
119187,2017-08-06,4.5251145
119187,2017-08-07,3.426544
119187,2017-08-08,3.3092475
119187,2017-08-09,3.0940158
119187,2017-08-10,3.289676
119187,2017-08-11,4.213287
119187,2017-08-12,4.909733
119187,2017-08-13,4.642375
119187,2017-08-14,3.5511508
119187,2017-08-15,3.3018823
119191,2017-08-02,12.769603
119191,2017-08-03,12.361109
119191,2017-08-04,13.629526
119191,2017-08-05,14.38327
119191,2017-08-06,13.590026
119191,2017-08-07,10.473014
119191,2017-08-08,10.799746
119191,2017-08-09,12.386339
119191,2017-08-10,12.231163
119191,2017-08-11,13.762278
119191,2017-08-12,14.408199
119191,2017-08-13,13.762631
119191,2017-08-14,10.790389
119191,2017-08-15,10.814855
119624,2017-08-02,11.230599
119624,2017-08-03,15.49221
119624,2017-08-04,32.87861
119624,2017-08-05,32.22112
119624,2017-08-06,11.123832
119624,2017-08-07,7.3658953
119624,2017-08-08,8.464394
119624,2017-08-09,10.27042
119624,2017-08-10,13.593515
119624,2017-08-11,29.608646
119624,2017-08-12,29.583675
119624,2017-08-13,9.648923
119624,2017-08-14,6.7236214
119624,2017-08-15,7.4979916
121964,2017-08-02,0.26623863
121964,2017-08-03,0.28329533
121964,2017-08-04,0.3889905
121964,2017-08-05,0.59894264
121964,2017-08-06,0.53615046
121964,2017-08-07,0.38474914
121964,2017-08-08,0.34307405
121964,2017-08-09,0.32299206
121964,2017-08-10,0.30457217
121964,2017-08-11,0.40711138
121964,2017-08-12,0.59236217
121964,2017-08-13,0.5313635
121964,2017-08-14,0.3818322
121964,2017-08-15,0.33388183
122095,2017-08-02,9.772278
122095,2017-08-03,9.858567
122095,2017-08-04,11.74815
122095,2017-08-05,13.71525
122095,2017-08-06,12.315348
122095,2017-08-07,10.6334715
122095,2017-08-08,10.195819
122095,2017-08-09,9.726727
122095,2017-08-10,9.817009
122095,2017-08-11,11.72137
122095,2017-08-12,13.549685
122095,2017-08-13,12.208289
122095,2017-08-14,10.634867
122095,2017-08-15,10.079203
122419,2017-08-02,7.64365
122419,2017-08-03,7.2186713
122419,2017-08-04,6.87513
122419,2017-08-05,5.184765
122419,2017-08-06,4.6959796
122419,2017-08-07,7.1071177
122419,2017-08-08,7.8814254
122419,2017-08-09,6.71833
122419,2017-08-10,6.783494
122419,2017-08-11,6.514942
122419,2017-08-12,4.8067265
122419,2017-08-13,4.4988527
122419,2017-08-14,6.725794
122419,2017-08-15,7.470881
122425,2017-08-02,4.068407
122425,2017-08-03,3.3597772
122425,2017-08-04,3.192705
122425,2017-08-05,3.3490717
122425,2017-08-06,3.287134
122425,2017-08-07,2.9605374
122425,2017-08-08,3.1795495
122425,2017-08-09,3.4633229
122425,2017-08-10,3.0312014
122425,2017-08-11,2.869496
122425,2017-08-12,3.0815742
122425,2017-08-13,3.069426
122425,2017-08-14,2.683083
122425,2017-08-15,2.903018
123347,2017-08-02,6.279922
123347,2017-08-03,6.45314
123347,2017-08-04,7.0205
123347,2017-08-05,7.7457933
123347,2017-08-06,6.872473
123347,2017-08-07,6.0713606
123347,2017-08-08,5.5546737
123347,2017-08-09,6.096755
123347,2017-08-10,6.340296
123347,2017-08-11,6.957624
123347,2017-08-12,7.5778465
123347,2017-08-13,6.806761
123347,2017-08-14,6.1224422
123347,2017-08-15,5.526567
123601,2017-08-02,8.107443
123601,2017-08-03,7.364371
123601,2017-08-04,8.408018
123601,2017-08-05,15.741919
123601,2017-08-06,13.825788
123601,2017-08-07,9.254055
123601,2017-08-08,8.674635
123601,2017-08-09,7.8203635
123601,2017-08-10,7.4496565
123601,2017-08-11,8.201674
123601,2017-08-12,15.484191
123601,2017-08-13,13.773642
123601,2017-08-14,9.283681
123601,2017-08-15,8.300135
123602,2017-08-02,5.7315135
123602,2017-08-03,5.9481983
123602,2017-08-04,7.019744
123602,2017-08-05,10.475296
123602,2017-08-06,12.049661
123602,2017-08-07,7.136216
123602,2017-08-08,6.4455523
123602,2017-08-09,6.1588225
123602,2017-08-10,6.3106427
123602,2017-08-11,7.1651106
123602,2017-08-12,10.555657
123602,2017-08-13,12.008605
123602,2017-08-14,7.2279735
123602,2017-08-15,6.280789
123927,2017-08-02,1.0337836
123927,2017-08-03,0.9686274
123927,2017-08-04,1.0141808
123927,2017-08-05,1.649017
123927,2017-08-06,1.8075087
123927,2017-08-07,1.3217678
123927,2017-08-08,1.2492235
123927,2017-08-09,1.0888486
123927,2017-08-10,0.9680702
123927,2017-08-11,1.0198768
123927,2017-08-12,1.6474161
123927,2017-08-13,1.7815492
123927,2017-08-14,1.3269852
123927,2017-08-15,1.2163012
125430,2017-08-02,12.184452
125430,2017-08-03,13.33166
125430,2017-08-04,15.262575
125430,2017-08-05,14.775666
125430,2017-08-06,13.125128
125430,2017-08-07,10.97312
125430,2017-08-08,10.606759
125430,2017-08-09,11.127313
125430,2017-08-10,12.070404
125430,2017-08-11,13.8948
125430,2017-08-12,13.243422
125430,2017-08-13,12.100488
125430,2017-08-14,9.988479
125430,2017-08-15,9.668761
127534,2017-08-02,0.32400998
127534,2017-08-03,0.56290305
127534,2017-08-04,0.62329954
127534,2017-08-05,0.6570304
127534,2017-08-06,0.41210148
127534,2017-08-07,0.31952175
127534,2017-08-08,0.3792185
127534,2017-08-09,0.4136652
127534,2017-08-10,0.6174839
127534,2017-08-11,0.6874553
127534,2017-08-12,0.69350755
127534,2017-08-13,0.4730699
127534,2017-08-14,0.37218186
127534,2017-08-15,0.3866333
127547,2017-08-02,11.062698
127547,2017-08-03,11.172103
127547,2017-08-04,16.029932
127547,2017-08-05,22.077673
127547,2017-08-06,18.3252
127547,2017-08-07,12.72207
127547,2017-08-08,11.876035
127547,2017-08-09,11.318066
127547,2017-08-10,11.257181
127547,2017-08-11,15.947731
127547,2017-08-12,22.068663
127547,2017-08-13,18.605804
127547,2017-08-14,13.140839
127547,2017-08-15,11.824018
129296,2017-08-02,1.7892826
129296,2017-08-03,1.5559492
129296,2017-08-04,2.3744583
129296,2017-08-05,5.0107007
129296,2017-08-06,3.529969
129296,2017-08-07,2.4183972
129296,2017-08-08,2.2070105
129296,2017-08-09,2.006911
129296,2017-08-10,1.7344681
129296,2017-08-11,2.4998176
129296,2017-08-12,5.015944
129296,2017-08-13,3.561068
129296,2017-08-14,2.5589983
129296,2017-08-15,2.229371
129297,2017-08-02,14.165515
129297,2017-08-03,13.503546
129297,2017-08-04,15.652819
129297,2017-08-05,18.498608
129297,2017-08-06,16.770657
129297,2017-08-07,11.812265
129297,2017-08-08,11.025726
129297,2017-08-09,13.285483
129297,2017-08-10,12.982241
129297,2017-08-11,14.584738
129297,2017-08-12,17.247213
129297,2017-08-13,15.796996
129297,2017-08-14,10.974955
129297,2017-08-15,10.508842
129635,2017-08-02,39.656075
129635,2017-08-03,39.565388
129635,2017-08-04,46.043743
129635,2017-08-05,57.17576
129635,2017-08-06,52.004593
129635,2017-08-07,43.419273
129635,2017-08-08,41.202686
129635,2017-08-09,40.734737
129635,2017-08-10,40.17949
129635,2017-08-11,47.382904
129635,2017-08-12,58.230877
129635,2017-08-13,52.96753
129635,2017-08-14,44.394646
129635,2017-08-15,41.470497
129758,2017-08-02,18.890156
129758,2017-08-03,17.737062
129758,2017-08-04,19.38521
129758,2017-08-05,21.85787
129758,2017-08-06,19.423138
129758,2017-08-07,16.700954
129758,2017-08-08,17.406631
129758,2017-08-09,18.311935
129758,2017-08-10,17.32057
129758,2017-08-11,18.900417
129758,2017-08-12,20.842472
129758,2017-08-13,19.6191
129758,2017-08-14,16.843962
129758,2017-08-15,17.435598
153078,2017-08-02,9.92177
153078,2017-08-03,8.412277
153078,2017-08-04,10.762744
153078,2017-08-05,14.577562
153078,2017-08-06,14.254167
153078,2017-08-07,11.788716
153078,2017-08-08,10.800929
153078,2017-08-09,10.42768
153078,2017-08-10,8.6811695
153078,2017-08-11,11.127348
153078,2017-08-12,14.85193
153078,2017-08-13,14.525625
153078,2017-08-14,11.9982
