unique_id,ds,Prophet
105575,2017-08-06,29.736181012651
105575,2017-08-07,13.9153703966069
105575,2017-08-08,17.2630522233013
105575,2017-08-09,13.5503092849105
105575,2017-08-10,7.98717672523857
105575,2017-08-11,12.1430582389486
105575,2017-08-12,27.1442446796237
105575,2017-08-13,31.889374925325
105575,2017-08-14,16.2589268165843
105575,2017-08-15,18.8958933392444
105577,2017-08-02,3.63991947559819
105577,2017-08-03,2.30434193404643
105577,2017-08-04,3.33638904633015
105577,2017-08-05,4.9113697860821
105577,2017-08-06,6.13116520770825
105577,2017-08-07,6.02984678044354
105577,2017-08-08,4.10159516109648
105577,2017-08-09,4.52695339215553
105577,2017-08-10,3.03586706180352
105577,2017-08-11,3.92571819261842
105577,2017-08-12,5.450675102535
105577,2017-08-13,6.52817411700987
105577,2017-08-14,6.08914066812891
105577,2017-08-15,4.07692053583741
105693,2017-08-02,0.326757481733106
105693,2017-08-03,-0.308924653242485
105693,2017-08-04,-0.00163761575463774
105693,2017-08-05,1.44015699677806
105693,2017-08-06,1.90328118202111
105693,2017-08-07,0.100516961182762
105693,2017-08-08,0.143947965417176
105693,2017-08-09,0.346165782760555
105693,2017-08-10,-0.274709201273333
105693,2017-08-11,0.0468671573899025
105693,2017-08-12,1.47175723634712
105693,2017-08-13,1.91862969875183
105693,2017-08-14,0.143047728555684
105693,2017-08-15,0.204759706130093
105737,2017-08-02,6.7265169512985
105737,2017-08-03,4.06936823062514
105737,2017-08-04,5.97211383918816
105737,2017-08-05,9.72162436921488
105737,2017-08-06,11.3937633581582
105737,2017-08-07,8.4043192957905
105737,2017-08-08,6.57664279090941
105737,2017-08-09,6.85868561825396
105737,2017-08-10,4.39790571984045
105737,2017-08-11,6.43182390165286
105737,2017-08-12,10.0093485442175
105737,2017-08-13,11.4474426418141
105737,2017-08-14,8.58857623899022
105737,2017-08-15,6.42079100100522
105857,2017-08-02,27.1330764225248
105857,2017-08-03,30.2100532323139
105857,2017-08-04,31.5582610149457
105857,2017-08-05,35.2659597408549
105857,2017-08-06,30.8106748874609
105857,2017-08-07,23.7133331058777
105857,2017-08-08,28.2739531454081
105857,2017-08-09,26.7516836695955
105857,2017-08-10,29.5209856712735
105857,2017-08-11,31.0773332913561
105857,2017-08-12,36.0318509113519
105857,2017-08-13,33.5086279648506
105857,2017-08-14,27.1270205747079
105857,2017-08-15,31.3990558232468
106716,2017-08-02,6.05747635057631
106716,2017-08-03,4.33744185694987
106716,2017-08-04,5.91055687460166
106716,2017-08-05,9.61118087582158
106716,2017-08-06,10.07624024329
106716,2017-08-07,6.23400485901944
106716,2017-08-08,5.11613602114602
106716,2017-08-09,6.18386714009323
106716,2017-08-10,4.60752842330151
106716,2017-08-11,6.20558776963077
106716,2017-08-12,9.78609109905677
106716,2017-08-13,10.4695498998254
106716,2017-08-14,6.53918535968411
106716,2017-08-15,5.4697633310032
108079,2017-08-02,3.01108294230345
108079,2017-08-03,2.73231079465698
108079,2017-08-04,3.19188399849099
108079,2017-08-05,3.70971967556272
108079,2017-08-06,3.61067037244198
108079,2017-08-07,3.06682841333125
108079,2017-08-08,2.89903910772506
108079,2017-08-09,3.13514272112921
108079,2017-08-10,2.93612279490636
108079,2017-08-11,3.33475017597631
108079,2017-08-12,3.92254910081849
108079,2017-08-13,3.85201010283258
108079,2017-08-14,3.4045583376968
108079,2017-08-15,3.15387936897526
108634,2017-08-02,0.707021747026728
108634,2017-08-03,-0.509902039786494
108634,2017-08-04,0.251518857869138
108634,2017-08-05,2.20300490902804
108634,2017-08-06,2.17703486013322
108634,2017-08-07,0.271695187718089
108634,2017-08-08,-0.258754439369467
108634,2017-08-09,0.171092175477677
108634,2017-08-10,-1.03446879079012
108634,2017-08-11,-0.166805234863677
108634,2017-08-12,1.53935007790636
108634,2017-08-13,1.52791454597688
108634,2017-08-14,-0.234973994747625
108634,2017-08-15,-1.01567674679834
108696,2017-08-02,6.93936047622237
108696,2017-08-03,5.65057739360715
108696,2017-08-04,7.24856762067544
108696,2017-08-05,10.3754777191822
108696,2017-08-06,11.0437103701283
108696,2017-08-07,7.9658073388548
108696,2017-08-08,6.39551552542482
108696,2017-08-09,7.09954260563912
108696,2017-08-10,5.85638378728622
108696,2017-08-11,7.40375233425066
108696,2017-08-12,10.5473365317805
108696,2017-08-13,11.4094191076784
108696,2017-08-14,8.28781955192633
108696,2017-08-15,6.78148680284096
108698,2017-08-02,4.59761491495199
108698,2017-08-03,3.38394533440256
108698,2017-08-04,5.14567447899633
108698,2017-08-05,8.90784776858732
108698,2017-08-06,11.8780950109216
108698,2017-08-07,5.46324329547192
108698,2017-08-08,4.54108819379275
108698,2017-08-09,4.29191405580905
108698,2017-08-10,3.06204922269804
108698,2017-08-11,4.69255197674299
108698,2017-08-12,8.69548245455712
108698,2017-08-13,11.7673150790681
108698,2017-08-14,5.39172970209737
108698,2017-08-15,4.62339880324889
108701,2017-08-02,3.55093773874698
108701,2017-08-03,3.21991487076948
108701,2017-08-04,4.86989374915789
108701,2017-08-05,5.79882480130533
108701,2017-08-06,6.54324965562237
108701,2017-08-07,3.49398363481541
108701,2017-08-08,3.38928862911829
108701,2017-08-09,3.86803634499377
108701,2017-08-10,3.48953787639062
108701,2017-08-11,5.05235151869097
108701,2017-08-12,5.89605078381631
108701,2017-08-13,6.55156546186709
108701,2017-08-14,3.43226082771208
108701,2017-08-15,3.15829362945928
108786,2017-08-02,3.78519552849047
108786,2017-08-03,1.76654992863102
108786,2017-08-04,3.15852991936974
108786,2017-08-05,6.52640674858845
108786,2017-08-06,7.04871155113596
108786,2017-08-07,4.54929166684172
108786,2017-08-08,3.18879036040054
108786,2017-08-09,5.10239706911916
108786,2017-08-10,3.35723047806427
108786,2017-08-11,4.92406462700352
108786,2017-08-12,7.87741973142623
108786,2017-08-13,8.19680454182816
108786,2017-08-14,5.3370511124976
108786,2017-08-15,3.52625187413021
108797,2017-08-02,4.79920946000537
108797,2017-08-03,2.41121315109365
108797,2017-08-04,7.54228060995052
108797,2017-08-05,5.42211522076606
108797,2017-08-06,5.87534152589961
108797,2017-08-07,13.2027853614238
108797,2017-08-08,4.12673632121385
108797,2017-08-09,5.8672736776414
108797,2017-08-10,3.17693753562052
108797,2017-08-11,8.72345638489503
108797,2017-08-12,6.27498930832356
108797,2017-08-13,7.10429750620727
108797,2017-08-14,14.3258291689212
108797,2017-08-15,5.47686652128387
108831,2017-08-02,6.37764971908642
108831,2017-08-03,17.5010097682009
108831,2017-08-04,16.6439109107253
108831,2017-08-05,29.0127985019131
108831,2017-08-06,28.9720400823889
108831,2017-08-07,1.29854993640072
108831,2017-08-08,-1.05676018808907
108831,2017-08-09,7.12132172568896
108831,2017-08-10,18.8551870045897
108831,2017-08-11,18.8360726215037
108831,2017-08-12,31.0901638002894
108831,2017-08-13,31.6398569706506
108831,2017-08-14,4.37688094034316
108831,2017-08-15,1.92812480743019
108862,2017-08-02,4.33467144112422
108862,2017-08-03,3.07412887082028
108862,2017-08-04,3.24750961340078
108862,2017-08-05,4.20371558012258
108862,2017-08-06,4.73319266522295
108862,2017-08-07,3.85198434026847
108862,2017-08-08,4.07045932072973
108862,2017-08-09,4.50889311589065
108862,2017-08-10,3.38745007909483
108862,2017-08-11,3.55081279412394
108862,2017-08-12,4.60487004559774
108862,2017-08-13,5.20791932093
108862,2017-08-14,4.41571093638174
108862,2017-08-15,4.63128028483091
108952,2017-08-02,3.14916347304782
108952,2017-08-03,2.36275866302933
108952,2017-08-04,3.19385600314905
108952,2017-08-05,6.91672169220792
108952,2017-08-06,7.27751294313025
108952,2017-08-07,3.22432664701109
108952,2017-08-08,2.39702203665388
108952,2017-08-09,3.31886972943722
108952,2017-08-10,2.87069991513246
108952,2017-08-11,3.65211662747218
108952,2017-08-12,7.45302266769596
108952,2017-08-13,7.91881671493476
108952,2017-08-14,3.993523784253
108952,2017-08-15,3.06337857065672
111223,2017-08-02,11.6017848054702
111223,2017-08-03,8.64883715552417
111223,2017-08-04,12.6776610671135
111223,2017-08-05,22.478269208689
111223,2017-08-06,25.1354928302069
111223,2017-08-07,14.6756157950914
111223,2017-08-08,12.4936924960869
111223,2017-08-09,12.5617581838274
111223,2017-08-10,9.94596082020717
111223,2017-08-11,13.4291649487587
111223,2017-08-12,23.3395074582198
111223,2017-08-13,26.2890181897559
111223,2017-08-14,15.6235839034762
111223,2017-08-15,13.3735564426548
111397,2017-08-02,11.7915604264945
111397,2017-08-03,6.77080469290429
111397,2017-08-04,11.2277005006346
111397,2017-08-05,18.3408640857859
111397,2017-08-06,23.7418082545516
111397,2017-08-07,14.9741539219684
111397,2017-08-08,12.8753872942123
111397,2017-08-09,14.6173961718023
111397,2017-08-10,9.25147289872643
111397,2017-08-11,13.5804814639238
111397,2017-08-12,21.1175805346896
111397,2017-08-13,26.3681307102063
111397,2017-08-14,17.5072263930388
111397,2017-08-15,15.075398246782
112830,2017-08-02,15.4862924034885
112830,2017-08-03,11.105588437355
112830,2017-08-04,12.3643310228173
112830,2017-08-05,16.1959440149864
112830,2017-08-06,15.3303199739533
112830,2017-08-07,11.8145905957072
112830,2017-08-08,10.7632189749953
112830,2017-08-09,14.3021724171591
112830,2017-08-10,10.0831546431855
112830,2017-08-11,11.5170393193445
112830,2017-08-12,15.225275286075
112830,2017-08-13,14.6735832245044
112830,2017-08-14,11.2549714952467
112830,2017-08-15,10.1806872293927
114778,2017-08-02,10.8084870631745
114778,2017-08-03,7.61618001591944
114778,2017-08-04,8.94415173231322
114778,2017-08-05,15.945580152074
114778,2017-08-06,17.5231697765044
114778,2017-08-07,10.0751040895366
114778,2017-08-08,8.72464484773603
114778,2017-08-09,8.9334039121414
114778,2017-08-10,5.84566091332873
114778,2017-08-11,7.61961004689238
114778,2017-08-12,14.6747186946862
114778,2017-08-13,16.2685080061244
114778,2017-08-14,9.76635964827142
114778,2017-08-15,8.30637932584756
114790,2017-08-02,28.622974328095
114790,2017-08-03,20.1315537784552
114790,2017-08-04,24.3780088719525
114790,2017-08-05,40.1088285245583
114790,2017-08-06,45.0005960066467
114790,2017-08-07,26.2115021172768
114790,2017-08-08,22.6739642531134
114790,2017-08-09,29.2133554650792
114790,2017-08-10,21.2987859273889
114790,2017-08-11,25.8027938374304
114790,2017-08-12,41.0581262775252
114790,2017-08-13,46.6256999401022
114790,2017-08-14,28.6321966258464
114790,2017-08-15,25.3413351925098
114799,2017-08-02,1.95402828124225
114799,2017-08-03,1.24075147577872
114799,2017-08-04,1.80714334313884
114799,2017-08-05,2.27277119310379
114799,2017-08-06,2.68266445388365
114799,2017-08-07,1.51891448207649
114799,2017-08-08,1.17502263287135
114799,2017-08-09,1.90085897103058
114799,2017-08-10,1.01379159401672
114799,2017-08-11,1.73163356219587
114799,2017-08-12,2.09145710585484
114799,2017-08-13,2.54584284002095
114799,2017-08-14,1.35730538443757
114799,2017-08-15,1.03399531495341
114800,2017-08-02,-1.81165170598532
114800,2017-08-03,22.2303675746921
114800,2017-08-04,1.50908262132063
114800,2017-08-05,1.44372594655519
114800,2017-08-06,-7.10692162969394
114800,2017-08-07,17.1669660970997
114800,2017-08-08,27.6976591855274
114800,2017-08-09,1.1920614172687
114800,2017-08-10,26.9161110717342
114800,2017-08-11,2.2692797956345
114800,2017-08-12,0.320999135490949
114800,2017-08-13,1.69230327949617
114800,2017-08-14,29.6107366832207
114800,2017-08-15,34.6963551841875
115267,2017-08-02,6.73315695671297
115267,2017-08-03,4.72564445452294
115267,2017-08-04,6.5328774066323
115267,2017-08-05,12.5203960324878
115267,2017-08-06,14.6676531920784
115267,2017-08-07,8.3454085768062
115267,2017-08-08,7.20499258310484
115267,2017-08-09,7.99421666178028
115267,2017-08-10,5.89923716699113
115267,2017-08-11,7.60287735349376
115267,2017-08-12,13.5005347082108
115267,2017-08-13,15.6570488137544
115267,2017-08-14,8.80438817858263
115267,2017-08-15,7.81694449925079
115611,2017-08-02,26.2528120374491
115611,2017-08-03,19.2769039374764
115611,2017-08-04,22.5619265935703
115611,2017-08-05,33.4600604497142
115611,2017-08-06,34.3366149619702
115611,2017-08-07,25.490304707843
115611,2017-08-08,25.7288221170564
115611,2017-08-09,28.6974421249521
115611,2017-08-10,21.5695878365501
115611,2017-08-11,25.098758240807
115611,2017-08-12,36.3040422736543
115611,2017-08-13,38.0750854769498
115611,2017-08-14,28.6993881787628
115611,2017-08-15,28.2881963638032
115693,2017-08-02,13.4206013500462
115693,2017-08-03,11.6688259403924
115693,2017-08-04,12.0486654106677
115693,2017-08-05,15.5633438321165
115693,2017-08-06,15.8962388076577
115693,2017-08-07,12.4755227598136
115693,2017-08-08,12.5047448421528
115693,2017-08-09,13.0424842046698
115693,2017-08-10,11.1205585532654
115693,2017-08-11,11.8047906226608
115693,2017-08-12,15.6219048878962
115693,2017-08-13,15.9009261921505
115693,2017-08-14,12.5794470941225
115693,2017-08-15,12.8411105076673
115720,2017-08-02,2.02458421094456
115720,2017-08-03,2.16894890766558
115720,2017-08-04,4.93432645050409
115720,2017-08-05,6.53633032031047
115720,2017-08-06,5.93363691641043
115720,2017-08-07,2.00510405922895
115720,2017-08-08,1.32681447643678
115720,2017-08-09,2.52248039536262
115720,2017-08-10,2.61630607197191
115720,2017-08-11,5.43195545461858
115720,2017-08-12,7.02599320583811
115720,2017-08-13,6.22957244835472
115720,2017-08-14,2.38640990928426
115720,2017-08-15,1.53430726244558
115847,2017-08-02,0.748159307121832
115847,2017-08-03,1.0310281140799
115847,2017-08-04,0.838939021928193
115847,2017-08-05,0.682804515296716
115847,2017-08-06,0.388148167253081
115847,2017-08-07,0.377250200394447
115847,2017-08-08,0.713589504816279
115847,2017-08-09,0.743071386143356
115847,2017-08-10,1.09179978890565
115847,2017-08-11,0.90540053951079
115847,2017-08-12,0.70716325870875
115847,2017-08-13,0.453539251854859
115847,2017-08-14,0.449287339127146
115847,2017-08-15,0.769049852698896
115850,2017-08-02,5.49350236264465
115850,2017-08-03,4.76076520896405
115850,2017-08-04,5.66835659426259
115850,2017-08-05,7.30886017976957
115850,2017-08-06,8.09533666715766
115850,2017-08-07,4.33665942522878
115850,2017-08-08,5.57625678498577
115850,2017-08-09,5.74255553480921
115850,2017-08-10,4.97344870485245
115850,2017-08-11,5.97760463093352
115850,2017-08-12,7.7489880093844
115850,2017-08-13,8.65555643727552
115850,2017-08-14,4.85842852303282
115850,2017-08-15,6.11851402837274
115891,2017-08-02,6.84231119405487
115891,2017-08-03,6.25866039331579
115891,2017-08-04,8.85895407397269
115891,2017-08-05,13.3233055622544
115891,2017-08-06,11.0881190391987
115891,2017-08-07,7.17089028460676
115891,2017-08-08,6.5379232276102
115891,2017-08-09,7.18991219940139
115891,2017-08-10,6.78820830702039
115891,2017-08-11,9.42305870569855
115891,2017-08-12,13.7327342463413
115891,2017-08-13,11.5336276502958
115891,2017-08-14,7.6800711904286
115891,2017-08-15,7.20761193313264
115892,2017-08-02,11.3383758858268
115892,2017-08-03,4.77038764263293
115892,2017-08-04,8.38706968393205
115892,2017-08-05,26.9114904656904
115892,2017-08-06,35.6894256737222
115892,2017-08-07,14.6732366856497
115892,2017-08-08,7.71674149974785
115892,2017-08-09,10.0883567690946
115892,2017-08-10,4.25811721953941
115892,2017-08-11,8.21268696128426
115892,2017-08-12,27.1751183935058
115892,2017-08-13,35.4566033567933
115892,2017-08-14,15.3116124946335
115892,2017-08-15,9.1392123245409
115893,2017-08-02,2.5616247714169
115893,2017-08-03,-4.59040011790232
115893,2017-08-04,1.33814832546944
115893,2017-08-05,20.6629056638002
115893,2017-08-06,30.6022165040376
115893,2017-08-07,9.76474507374005
115893,2017-08-08,1.87059638399088
115893,2017-08-09,3.33034600901585
115893,2017-08-10,-3.35233540220115
115893,2017-08-11,2.90631761030361
115893,2017-08-12,22.1401158918826
115893,2017-08-13,32.2408704533515
115893,2017-08-14,11.6681169042339
115893,2017-08-15,3.68028515290642
115894,2017-08-02,17.9113308874212
115894,2017-08-03,13.6508632156488
115894,2017-08-04,14.8166106167228
115894,2017-08-05,30.5832531534703
115894,2017-08-06,36.3785981272996
115894,2017-08-07,19.5178584329495
115894,2017-08-08,16.2274473642462
115894,2017-08-09,16.4365847059415
115894,2017-08-10,12.685847113238
115894,2017-08-11,13.9339981477154
115894,2017-08-12,30.2840495330412
115894,2017-08-13,36.5313341316691
115894,2017-08-14,19.7499771646099
115894,2017-08-15,16.9128207029516
116017,2017-08-02,8.13999820845628
116017,2017-08-03,3.16521383678677
116017,2017-08-04,7.75058441255932
116017,2017-08-05,16.6452714275771
116017,2017-08-06,21.2108377062468
116017,2017-08-07,11.3086670771007
116017,2017-08-08,6.73376304030836
116017,2017-08-09,11.1890176859804
116017,2017-08-10,6.11040434625536
116017,2017-08-11,10.4224621262739
116017,2017-08-12,18.9999978638156
116017,2017-08-13,23.0397861107786
116017,2017-08-14,12.5388097547652
116017,2017-08-15,8.79658457851203
116018,2017-08-02,21.3038287575187
116018,2017-08-03,15.8333918960255
116018,2017-08-04,19.0467544021597
116018,2017-08-05,33.8107128277252
116018,2017-08-06,40.9049498455572
116018,2017-08-07,28.2572071036991
116018,2017-08-08,22.148433999553
116018,2017-08-09,24.6570627651302
116018,2017-08-10,19.2854151566517
116018,2017-08-11,21.9574152297562
116018,2017-08-12,36.6021643205761
116018,2017-08-13,43.6586006777917
116018,2017-08-14,31.0407760925202
116018,2017-08-15,24.4281756553566
116279,2017-08-02,1.15209213575799
116279,2017-08-03,0.928382952250953
116279,2017-08-04,1.06590495810565
116279,2017-08-05,1.59018832011344
116279,2017-08-06,1.78996196142343
116279,2017-08-07,1.12551797805223
116279,2017-08-08,1.13771141125185
116279,2017-08-09,1.1281745554423
116279,2017-08-10,0.892251020030913
116279,2017-08-11,1.04073168488503
116279,2017-08-12,1.63708721512486
116279,2017-08-13,1.82897050896061
116279,2017-08-14,1.12894622600091
116279,2017-08-15,1.19109165030295
116311,2017-08-02,2.26119088941108
116311,2017-08-03,2.45404863042569
116311,2017-08-04,2.68443512599114
116311,2017-08-05,2.74425440762
116311,2017-08-06,2.91637497137595
116311,2017-08-07,2.06464781491605
116311,2017-08-08,2.17068761805687
116311,2017-08-09,2.11736853021294
116311,2017-08-10,2.22366327291233
116311,2017-08-11,2.43772267338063
116311,2017-08-12,2.57344919178362
116311,2017-08-13,2.54545035083534
116311,2017-08-14,1.76553850368211
116311,2017-08-15,1.83233190677309
119023,2017-08-02,4.49463291806048
119023,2017-08-03,4.10473496661483
119023,2017-08-04,4.43313559291383
119023,2017-08-05,4.35274563778365
119023,2017-08-06,3.94200224985601
119023,2017-08-07,3.12320846317021
119023,2017-08-08,3.32857439530742
119023,2017-08-09,4.66217671610052
119023,2017-08-10,4.13905135468635
119023,2017-08-11,4.78687868048182
119023,2017-08-12,4.48848185500621
119023,2017-08-13,4.12812764892223
119023,2017-08-14,3.21596546973009
119023,2017-08-15,3.56401009492096
119024,2017-08-02,5.44204741491106
119024,2017-08-03,0.969787366535034
119024,2017-08-04,1.69503814516215
119024,2017-08-05,10.9598087515967
119024,2017-08-06,13.5324103572519
119024,2017-08-07,5.71740970199345
119024,2017-08-08,3.35695187933512
119024,2017-08-09,5.142612812304
119024,2017-08-10,0.359314269977673
119024,2017-08-11,1.09363282824618
119024,2017-08-12,10.357110578003
119024,2017-08-13,13.1555033533901
119024,2017-08-14,5.39952195571212
119024,2017-08-15,3.0727294845532
119026,2017-08-02,21.1232473612945
119026,2017-08-03,15.1498695047562
119026,2017-08-04,13.9495724860731
119026,2017-08-05,18.9528647360771
119026,2017-08-06,21.8972838143753
119026,2017-08-07,23.3405864959442
119026,2017-08-08,22.2828938991341
119026,2017-08-09,23.6711920820043
119026,2017-08-10,17.5709985030251
119026,2017-08-11,16.8412491304411
119026,2017-08-12,21.36631293752
119026,2017-08-13,24.7897651996188
119026,2017-08-14,25.597564498517
119026,2017-08-15,24.9212538290089
119141,2017-08-02,17.3452743492392
119141,2017-08-03,13.398324055967
119141,2017-08-04,16.8594911002254
119141,2017-08-05,24.8008033158778
119141,2017-08-06,26.8382391182415
119141,2017-08-07,16.7878970283462
119141,2017-08-08,16.3584527646553
119141,2017-08-09,16.682403966055
119141,2017-08-10,13.4387004790341
119141,2017-08-11,17.604577847722
119141,2017-08-12,25.9112077503499
119141,2017-08-13,28.8977353573334
119141,2017-08-14,19.4634063086856
119141,2017-08-15,19.4349170918822
119187,2017-08-02,5.13123353666155
119187,2017-08-03,4.72705143929119
119187,2017-08-04,5.43030871192624
119187,2017-08-05,8.52881166107067
119187,2017-08-06,8.93983914741075
119187,2017-08-07,6.79606405586258
119187,2017-08-08,6.27207128978715
119187,2017-08-09,7.43819443670103
119187,2017-08-10,6.8037416387949
119187,2017-08-11,7.64505472020161
119187,2017-08-12,10.529701940284
119187,2017-08-13,10.6728470577007
119187,2017-08-14,8.22513524084432
119187,2017-08-15,7.87533385956906
119191,2017-08-02,12.1571752958651
119191,2017-08-03,8.15788316594597
119191,2017-08-04,9.53897020679616
119191,2017-08-05,10.9538117443397
119191,2017-08-06,12.4989245917454
119191,2017-08-07,9.30578021693963
119191,2017-08-08,12.172768711982
119191,2017-08-09,12.6447570274066
119191,2017-08-10,8.0781339836514
119191,2017-08-11,10.0445649545253
119191,2017-08-12,11.4231751850367
119191,2017-08-13,13.6956874917469
119191,2017-08-14,10.2540737823204
119191,2017-08-15,13.2508942260191
119624,2017-08-02,20.0247625119648
119624,2017-08-03,21.918021437309
119624,2017-08-04,31.3257833171871
119624,2017-08-05,32.9200622306703
119624,2017-08-06,22.0751996565912
119624,2017-08-07,15.9820778490822
119624,2017-08-08,17.2987897094291
119624,2017-08-09,20.1565809635281
119624,2017-08-10,22.1740054594507
119624,2017-08-11,31.4619769998758
119624,2017-08-12,33.3986475882137
119624,2017-08-13,22.6013517881716
119624,2017-08-14,16.7297103364747
119624,2017-08-15,17.9844083221835
121964,2017-08-02,-0.347226059898909
121964,2017-08-03,0.304683800829529
121964,2017-08-04,-0.164119541443721
121964,2017-08-05,0.905123466568775
121964,2017-08-06,0.792286389492757
121964,2017-08-07,0.487120326033749
121964,2017-08-08,-0.104130377305584
121964,2017-08-09,-0.116358478922004
121964,2017-08-10,0.565137273932518
121964,2017-08-11,-0.0198165055610617
121964,2017-08-12,1.09021443296255
121964,2017-08-13,0.938943228365744
121964,2017-08-14,0.604841689021398
121964,2017-08-15,0.0828400460596276
122095,2017-08-02,6.81376726574424
122095,2017-08-03,5.11906928661596
122095,2017-08-04,7.20846076603806
122095,2017-08-05,10.2252320544178
122095,2017-08-06,10.1157680191171
122095,2017-08-07,7.2393254249772
122095,2017-08-08,6.15142877689973
122095,2017-08-09,6.8383431209491
122095,2017-08-10,5.1522200274752
122095,2017-08-11,7.14959558754589
122095,2017-08-12,10.1494338525381
122095,2017-08-13,9.99433217042505
122095,2017-08-14,7.03005072174697
122095,2017-08-15,5.8651665341019
122419,2017-08-02,5.03040116563186
122419,2017-08-03,6.36431899095881
122419,2017-08-04,6.00717071817744
122419,2017-08-05,3.67203393061408
122419,2017-08-06,3.66904547392927
122419,2017-08-07,6.6834879023622
122419,2017-08-08,5.82479897171515
122419,2017-08-09,4.74315422313124
122419,2017-08-10,6.21284486822607
122419,2017-08-11,5.93832307005247
122419,2017-08-12,3.64294448436164
122419,2017-08-13,3.81929238157357
122419,2017-08-14,6.80623484080286
122419,2017-08-15,5.92601737246141
122425,2017-08-02,2.79669966775685
122425,2017-08-03,2.27144380629782
122425,2017-08-04,2.10623125519015
122425,2017-08-05,3.26476468704514
122425,2017-08-06,3.50695161405125
122425,2017-08-07,2.22075942684561
122425,2017-08-08,1.86930904667914
122425,2017-08-09,2.74747604859431
122425,2017-08-10,2.2652985268709
122425,2017-08-11,2.14872526598754
122425,2017-08-12,3.25693236900836
122425,2017-08-13,3.48204258019359
122425,2017-08-14,2.23494878800545
122425,2017-08-15,2.02483399289656
123347,2017-08-02,5.4945119067512
123347,2017-08-03,4.34265504221507
123347,2017-08-04,5.24964149283944
123347,2017-08-05,8.40800428555125
123347,2017-08-06,9.49388720870174
123347,2017-08-07,5.56635413737874
123347,2017-08-08,4.71354694665963
123347,2017-08-09,5.38448501296671
123347,2017-08-10,4.23857735278966
123347,2017-08-11,5.3162829693594
123347,2017-08-12,8.39944786583561
123347,2017-08-13,9.47585226699489
123347,2017-08-14,5.5618362192809
123347,2017-08-15,4.67772178792663
123601,2017-08-02,6.00313981666006
123601,2017-08-03,2.82148315281987
123601,2017-08-04,6.02102375987822
123601,2017-08-05,15.3160210316556
123601,2017-08-06,17.7779481426777
123601,2017-08-07,8.67244172968035
123601,2017-08-08,6.65416349162277
123601,2017-08-09,7.22792525570275
123601,2017-08-10,4.33509596976448
123601,2017-08-11,7.1259267894982
123601,2017-08-12,16.7653657815355
123601,2017-08-13,18.9533951148657
123601,2017-08-14,10.0023354434087
123601,2017-08-15,8.0655525799382
123602,2017-08-02,4.76294795409959
123602,2017-08-03,2.80141267684635
123602,2017-08-04,4.18401175606504
123602,2017-08-05,9.86266840519911
123602,2017-08-06,12.8119260386884
